model,period,target,capacity,rows,positives,selected,true_positives_selected,prevalence,precision,recall,lift,average_precision,roc_auc,mean_prediction,brier,log_loss
decile,2025-12,responded_strict,0.2,2022,143,405,66,0.07072205736894165,0.16296296296296298,0.46153846153846156,2.3042735042735045,0.14200146880791312,0.7149037763726429,,,
core_logistic,2025-07,responded_strict,0.05,2025,150,102,29,0.07407407407407407,0.28431372549019607,0.19333333333333333,3.838235294117647,0.2352577045435819,0.7949226666666668,0.08149934443484617,0.06238856080574045,0.2246826001010723
core_logistic,2025-07,responded_strict,0.1,2025,150,203,53,0.07407407407407407,0.26108374384236455,0.35333333333333333,3.5246305418719217,0.2352577045435819,0.7949226666666668,0.08149934443484617,0.06238856080574045,0.2246826001010723
core_logistic,2025-07,responded_strict,0.2,2025,150,405,81,0.07407407407407407,0.2,0.54,2.7,0.2352577045435819,0.7949226666666668,0.08149934443484617,0.06238856080574045,0.2246826001010723
core_logistic,2025-08,responded_strict,0.05,2012,146,101,26,0.07256461232604373,0.25742574257425743,0.1780821917808219,3.5475383154753835,0.18764069708331044,0.7522555756214302,0.08020803923255009,0.06314069916022683,0.2327403240499011
core_logistic,2025-08,responded_strict,0.1,2012,146,202,47,0.07256461232604373,0.23267326732673269,0.3219178082191781,3.206428862064289,0.18764069708331044,0.7522555756214302,0.08020803923255009,0.06314069916022683,0.2327403240499011
core_logistic,2025-08,responded_strict,0.2,2012,146,403,75,0.07256461232604373,0.18610421836228289,0.5136986301369864,2.564669091403515,0.18764069708331044,0.7522555756214302,0.08020803923255009,0.06314069916022683,0.2327403240499011
core_logistic,2025-09,responded_strict,0.05,2038,155,102,32,0.0760549558390579,0.3137254901960784,0.2064516129032258,4.124984187223276,0.24409578934903195,0.7801620612269372,0.08197533191033979,0.06402813957290938,0.2320153295565609
core_logistic,2025-09,responded_strict,0.1,2038,155,204,53,0.0760549558390579,0.25980392156862747,0.3419354838709677,3.4160025300442762,0.24409578934903195,0.7801620612269372,0.08197533191033979,0.06402813957290938,0.2320153295565609
core_logistic,2025-09,responded_strict,0.2,2038,155,408,81,0.0760549558390579,0.19852941176470587,0.5225806451612903,2.6103415559772296,0.24409578934903195,0.7801620612269372,0.08197533191033979,0.06402813957290938,0.2320153295565609
core_logistic,2025-10,responded_strict,0.05,2021,159,102,31,0.07867392380009897,0.30392156862745096,0.1949685534591195,3.863053397459612,0.2503205968331086,0.7876885610252046,0.08159443792767115,0.0657870307805847,0.23536982949517873
core_logistic,2025-10,responded_strict,0.1,2021,159,203,52,0.07867392380009897,0.2561576354679803,0.3270440251572327,3.2559407627722528,0.2503205968331086,0.7876885610252046,0.08159443792767115,0.0657870307805847,0.23536982949517873
core_logistic,2025-10,responded_strict,0.2,2021,159,405,84,0.07867392380009897,0.2074074074074074,0.5283018867924528,2.636291637549499,0.2503205968331086,0.7876885610252046,0.08159443792767115,0.0657870307805847,0.23536982949517873
core_logistic,2025-11,responded_strict,0.05,2017,158,101,34,0.07833415964303421,0.33663366336633666,0.21518987341772153,4.297405689936083,0.24556162310189544,0.7638532353722227,0.08265040873986237,0.0661105092947781,0.2400428309958782
core_logistic,2025-11,responded_strict,0.1,2017,158,202,58,0.07833415964303421,0.2871287128712871,0.3670886075949367,3.6654342649454814,0.24556162310189544,0.7638532353722227,0.08265040873986237,0.0661105092947781,0.2400428309958782
core_logistic,2025-11,responded_strict,0.2,2017,158,404,85,0.07833415964303421,0.2103960396039604,0.5379746835443038,2.685878556210051,0.24556162310189544,0.7638532353722227,0.08265040873986237,0.0661105092947781,0.2400428309958782
core_logistic,2025-12,responded_strict,0.05,2022,143,102,29,0.07072205736894165,0.28431372549019607,0.20279720279720279,4.020156314273961,0.2249886331684196,0.7773272496529549,0.08084417580555471,0.060333892448944305,0.22174809537299253
core_logistic,2025-12,responded_strict,0.1,2022,143,203,53,0.07072205736894165,0.26108374384236455,0.3706293706293706,3.6916876227221054,0.2249886331684196,0.7773272496529549,0.08084417580555471,0.060333892448944305,0.22174809537299253
core_logistic,2025-12,responded_strict,0.2,2022,143,405,74,0.07072205736894165,0.18271604938271604,0.5174825174825175,2.583579383579383,0.2249886331684196,0.7773272496529549,0.08084417580555471,0.060333892448944305,0.22174809537299253
extended_logistic,2025-07,responded_strict,0.05,2025,150,102,31,0.07407407407407407,0.30392156862745096,0.20666666666666667,4.102941176470588,0.26307191563601795,0.7967573333333334,0.08109116505376693,0.06178414818239969,0.223135994790909
extended_logistic,2025-07,responded_strict,0.1,2025,150,203,56,0.07407407407407407,0.27586206896551724,0.37333333333333335,3.724137931034483,0.26307191563601795,0.7967573333333334,0.08109116505376693,0.06178414818239969,0.223135994790909
extended_logistic,2025-07,responded_strict,0.2,2025,150,405,85,0.07407407407407407,0.20987654320987653,0.5666666666666667,2.8333333333333335,0.26307191563601795,0.7967573333333334,0.08109116505376693,0.06178414818239969,0.223135994790909
extended_logistic,2025-08,responded_strict,0.05,2012,146,101,27,0.07256461232604373,0.26732673267326734,0.18493150684931506,3.6839820968398214,0.20447689084672624,0.7580385852090032,0.08030975681501604,0.06273585722072388,0.23077631191536271
extended_logistic,2025-08,responded_strict,0.1,2012,146,202,46,0.07256461232604373,0.22772277227722773,0.3150684931506849,3.13820697138207,0.20447689084672624,0.7580385852090032,0.08030975681501604,0.06273585722072388,0.23077631191536271
extended_logistic,2025-08,responded_strict,0.2,2012,146,403,79,0.07256461232604373,0.19602977667493796,0.541095890410959,2.7014514429450354,0.20447689084672624,0.7580385852090032,0.08030975681501604,0.06273585722072388,0.23077631191536271
extended_logistic,2025-09,responded_strict,0.05,2038,155,102,38,0.0760549558390579,0.37254901960784315,0.24516129032258063,4.898418722327641,0.26171097124486076,0.7845716341459236,0.08140785939102817,0.06337080861812651,0.22986285882426807
extended_logistic,2025-09,responded_strict,0.1,2038,155,204,59,0.0760549558390579,0.28921568627450983,0.38064516129032255,3.8027197975964584,0.26171097124486076,0.7845716341459236,0.08140785939102817,0.06337080861812651,0.22986285882426807
extended_logistic,2025-09,responded_strict,0.2,2038,155,408,87,0.0760549558390579,0.21323529411764705,0.5612903225806452,2.8037001897533207,0.26171097124486076,0.7845716341459236,0.08140785939102817,0.06337080861812651,0.22986285882426807
extended_logistic,2025-10,responded_strict,0.05,2021,159,102,35,0.07867392380009897,0.3431372549019608,0.22012578616352202,4.361511900357627,0.2670952084095029,0.7893689749981423,0.08085894775459096,0.06534468923846828,0.2338671762441277
extended_logistic,2025-10,responded_strict,0.1,2021,159,203,54,0.07867392380009897,0.2660098522167488,0.33962264150943394,3.3811692536481086,0.2670952084095029,0.7893689749981423,0.08085894775459096,0.06534468923846828,0.2338671762441277
extended_logistic,2025-10,responded_strict,0.2,2021,159,405,82,0.07867392380009897,0.20246913580246914,0.5157232704402516,2.573522789036416,0.2670952084095029,0.7893689749981423,0.08085894775459096,0.06534468923846828,0.2338671762441277
extended_logistic,2025-11,responded_strict,0.05,2017,158,101,31,0.07833415964303421,0.3069306930693069,0.1962025316455696,3.918222834941722,0.229826024369867,0.7614478997146963,0.08215375215001536,0.06626764021627352,0.240758155721506
extended_logistic,2025-11,responded_strict,0.1,2017,158,202,55,0.07833415964303421,0.2722772277227723,0.34810126582278483,3.475842837448302,0.229826024369867,0.7614478997146963,0.08215375215001536,0.06626764021627352,0.240758155721506
extended_logistic,2025-11,responded_strict,0.2,2017,158,404,84,0.07833415964303421,0.2079207920792079,0.5316455696202531,2.6542799849605214,0.229826024369867,0.7614478997146963,0.08215375215001536,0.06626764021627352,0.240758155721506
extended_logistic,2025-12,responded_strict,0.05,2022,143,102,35,0.07072205736894165,0.3431372549019608,0.24475524475524477,4.851912793089263,0.23253943172524422,0.7750588953356383,0.08082633053041188,0.060177529034378945,0.2215984317040317
extended_logistic,2025-12,responded_strict,0.1,2022,143,203,52,0.07072205736894165,0.2561576354679803,0.36363636363636365,3.6220331392745186,0.23253943172524422,0.7750588953356383,0.08082633053041188,0.060177529034378945,0.2215984317040317
extended_logistic,2025-12,responded_strict,0.2,2022,143,405,77,0.07072205736894165,0.19012345679012346,0.5384615384615384,2.6883190883190884,0.23253943172524422,0.7750588953356383,0.08082633053041188,0.060177529034378945,0.2215984317040317
extended_boosting,2025-07,responded_strict,0.05,2025,150,102,33,0.07407407407407407,0.3235294117647059,0.22,4.36764705882353,0.2808322470945928,0.8003662222222221,0.07967442328211702,0.06165678908338253,0.2233090951019506
extended_boosting,2025-07,responded_strict,0.1,2025,150,203,55,0.07407407407407407,0.270935960591133,0.36666666666666664,3.657635467980296,0.2808322470945928,0.8003662222222221,0.07967442328211702,0.06165678908338253,0.2233090951019506
extended_boosting,2025-07,responded_strict,0.2,2025,150,405,86,0.07407407407407407,0.2123456790123457,0.5733333333333334,2.866666666666667,0.2808322470945928,0.8003662222222221,0.07967442328211702,0.06165678908338253,0.2233090951019506
extended_boosting,2025-08,responded_strict,0.05,2012,146,101,28,0.07256461232604373,0.27722772277227725,0.1917808219178082,3.8204258782042593,0.21200805374163512,0.7527896460086039,0.07941232324843808,0.06260603966627,0.23146124706461024
extended_boosting,2025-08,responded_strict,0.1,2012,146,202,47,0.07256461232604373,0.23267326732673269,0.3219178082191781,3.206428862064289,0.21200805374163512,0.7527896460086039,0.07941232324843808,0.06260603966627,0.23146124706461024
extended_boosting,2025-08,responded_strict,0.2,2012,146,403,77,0.07256461232604373,0.19106699751861042,0.5273972602739726,2.633060267174275,0.21200805374163512,0.7527896460086039,0.07941232324843808,0.06260603966627,0.23146124706461024
extended_boosting,2025-09,responded_strict,0.05,2038,155,102,35,0.0760549558390579,0.3431372549019608,0.22580645161290322,4.511701454775459,0.25903710147641157,0.7860723279598445,0.08034656725506188,0.06350375738577986,0.230432244023451
extended_boosting,2025-09,responded_strict,0.1,2038,155,204,58,0.0760549558390579,0.28431372549019607,0.3741935483870968,3.7382669196710943,0.25903710147641157,0.7860723279598445,0.08034656725506188,0.06350375738577986,0.230432244023451
extended_boosting,2025-09,responded_strict,0.2,2038,155,408,87,0.0760549558390579,0.21323529411764705,0.5612903225806452,2.8037001897533207,0.25903710147641157,0.7860723279598445,0.08034656725506188,0.06350375738577986,0.230432244023451
extended_boosting,2025-10,responded_strict,0.05,2021,159,102,33,0.07867392380009897,0.3235294117647059,0.20754716981132076,4.11228264890862,0.26809765380512757,0.787769626221889,0.07917206350317847,0.06564844220017833,0.235522131606792
extended_boosting,2025-10,responded_strict,0.1,2021,159,203,57,0.07867392380009897,0.28078817733990147,0.3584905660377358,3.569011989961892,0.26809765380512757,0.787769626221889,0.07917206350317847,0.06564844220017833,0.235522131606792
extended_boosting,2025-10,responded_strict,0.2,2021,159,405,84,0.07867392380009897,0.2074074074074074,0.5283018867924528,2.636291637549499,0.26809765380512757,0.787769626221889,0.07917206350317847,0.06564844220017833,0.235522131606792
extended_boosting,2025-11,responded_strict,0.05,2017,158,101,32,0.07833415964303421,0.31683168316831684,0.20253164556962025,4.044617119939842,0.23980936629685448,0.7589268083425824,0.08064902813223265,0.06629114136151457,0.24148566837600283
extended_boosting,2025-11,responded_strict,0.1,2017,158,202,58,0.07833415964303421,0.2871287128712871,0.3670886075949367,3.6654342649454814,0.23980936629685448,0.7589268083425824,0.08064902813223265,0.06629114136151457,0.24148566837600283
extended_boosting,2025-11,responded_strict,0.2,2017,158,404,82,0.07833415964303421,0.20297029702970298,0.5189873417721519,2.5910828424614616,0.23980936629685448,0.7589268083425824,0.08064902813223265,0.06629114136151457,0.24148566837600283
extended_boosting,2025-12,responded_strict,0.05,2022,143,102,34,0.07072205736894165,0.3333333333333333,0.23776223776223776,4.7132867132867124,0.24207983834926391,0.7752914993468479,0.07954368396677955,0.059988329355504834,0.22164368016224367
extended_boosting,2025-12,responded_strict,0.1,2022,143,203,52,0.07072205736894165,0.2561576354679803,0.36363636363636365,3.6220331392745186,0.24207983834926391,0.7752914993468479,0.07954368396677955,0.059988329355504834,0.22164368016224367
extended_boosting,2025-12,responded_strict,0.2,2022,143,405,77,0.07072205736894165,0.19012345679012346,0.5384615384615384,2.6883190883190884,0.24207983834926391,0.7752914993468479,0.07954368396677955,0.059988329355504834,0.22164368016224367
