hcp_id,period,responded_strict,responded_loose,period_lead1,period_lead2,nbrx_last_month_lead1,nbrx_last_month_lead2,conditional_nbrx_change,direction,csv_line,csv_line_lead1,csv_line_lead2
100000,2025-08,0,0,2025-09,2025-10,2.95,2.94,-0.010000000000000231,down,41443,2537.0,29685.0
100000,2025-09,0,1,2025-10,2025-11,2.94,1.94,-1.0,down,2537,29685.0,28110.0
100000,2025-10,0,0,2025-11,2025-12,1.94,3.31,1.37,up,29685,28110.0,32521.0
100001,2024-01,0,1,2024-02,2024-03,14.03,13.11,-0.9199999999999999,down,21871,7233.0,42301.0
100001,2024-02,0,1,2024-03,2024-04,13.11,9.83,-3.2799999999999994,down,7233,42301.0,12093.0
100001,2024-03,0,0,2024-04,2024-05,9.83,19.2,9.37,up,42301,12093.0,35217.0
100001,2024-04,0,0,2024-05,2024-06,19.2,17.61,-1.5899999999999999,down,12093,35217.0,19584.0
100001,2024-05,1,1,2024-06,2024-07,17.61,18.35,0.740000000000002,up,35217,19584.0,14497.0
100001,2024-06,1,1,2024-07,2024-08,18.35,20.24,1.889999999999997,up,19584,14497.0,13485.0
100001,2024-07,0,1,2024-08,2024-09,20.24,6.06,-14.18,down,14497,13485.0,41712.0
100001,2024-08,0,1,2024-09,2024-10,6.06,10.56,4.500000000000001,up,13485,41712.0,12156.0
100001,2024-09,0,0,2024-10,2024-11,10.56,13.87,3.3099999999999987,up,41712,12156.0,8711.0
100001,2024-10,1,1,2024-11,2024-12,13.87,18.25,4.380000000000001,up,12156,8711.0,7527.0
100001,2024-11,0,0,2024-12,2025-01,18.25,12.37,-5.880000000000001,down,8711,7527.0,36649.0
100001,2024-12,0,0,2025-01,2025-02,12.37,5.93,-6.4399999999999995,down,7527,36649.0,47370.0
100001,2025-01,1,1,2025-02,2025-03,5.93,14.04,8.11,up,36649,47370.0,27372.0
100001,2025-02,0,1,2025-03,2025-04,14.04,16.59,2.5500000000000007,up,47370,27372.0,39549.0
100001,2025-06,0,0,2025-07,2025-08,7.76,15.62,7.859999999999999,up,14589,37993.0,16751.0
100001,2025-07,0,1,2025-08,2025-09,15.62,16.48,0.8600000000000012,up,37993,16751.0,6154.0
100001,2025-08,0,1,2025-09,2025-10,16.48,11.13,-5.35,down,16751,6154.0,25401.0
100002,2024-01,0,1,2024-02,2024-03,16.11,14.69,-1.42,down,28226,36513.0,4503.0
100002,2024-02,0,1,2024-03,2024-04,14.69,15.74,1.0500000000000007,up,36513,4503.0,5182.0
100002,2024-03,0,0,2024-04,2024-05,15.74,15.86,0.11999999999999922,up,4503,5182.0,14288.0
100002,2024-04,0,0,2024-05,2024-06,15.86,21.3,5.440000000000001,up,5182,14288.0,7029.0
100002,2024-05,0,0,2024-06,2024-07,21.3,9.97,-11.33,down,14288,7029.0,45869.0
100002,2024-06,1,1,2024-07,2024-08,9.97,3.35,-6.620000000000001,down,7029,45869.0,2052.0
100002,2024-07,0,0,2024-08,2024-09,3.35,12.14,8.790000000000001,up,45869,2052.0,8237.0
100002,2024-08,0,0,2024-09,2024-10,12.14,4.89,-7.250000000000001,down,2052,8237.0,28960.0
100002,2024-09,1,1,2024-10,2024-11,4.89,9.24,4.3500000000000005,up,8237,28960.0,13163.0
100002,2024-10,1,1,2024-11,2024-12,9.24,20.12,10.88,up,28960,13163.0,20782.0
100002,2024-11,0,0,2024-12,2025-01,20.12,10.39,-9.73,down,13163,20782.0,9094.0
100002,2024-12,0,1,2025-01,2025-02,10.39,13.87,3.4799999999999986,up,20782,9094.0,43811.0
100002,2025-01,0,0,2025-02,2025-03,13.87,14.92,1.0500000000000007,up,9094,43811.0,36937.0
100002,2025-02,0,1,2025-03,2025-04,14.92,18.83,3.9099999999999984,up,43811,36937.0,10412.0
100002,2025-03,0,1,2025-04,2025-05,18.83,15.87,-2.959999999999999,down,36937,10412.0,26639.0
100002,2025-04,0,1,2025-05,2025-06,15.87,9.1,-6.77,down,10412,26639.0,19437.0
100002,2025-05,0,0,2025-06,2025-07,9.1,16.74,7.639999999999999,up,26639,19437.0,27413.0
100002,2025-06,0,0,2025-07,2025-08,16.74,12.21,-4.529999999999998,down,19437,27413.0,30326.0
100002,2025-07,0,0,2025-08,2025-09,12.21,15.57,3.3599999999999994,up,27413,30326.0,32748.0
100002,2025-08,0,1,2025-09,2025-10,15.57,12.72,-2.8499999999999996,down,30326,32748.0,32325.0
100002,2025-09,0,1,2025-10,2025-11,12.72,18.39,5.67,up,32748,32325.0,48322.0
100002,2025-10,1,1,2025-11,2025-12,18.39,8.86,-9.530000000000001,down,32325,48322.0,33371.0
100003,2024-06,1,1,2024-07,2024-08,10.56,12.56,2.0,up,2717,23474.0,22006.0
100003,2024-07,0,0,2024-08,2024-09,12.56,14.84,2.2799999999999994,up,23474,22006.0,16079.0
100003,2024-08,0,0,2024-09,2024-10,14.84,7.44,-7.3999999999999995,down,22006,16079.0,602.0
100003,2024-09,0,0,2024-10,2024-11,7.44,7.47,0.02999999999999936,up,16079,602.0,47655.0
100003,2024-10,0,0,2024-11,2024-12,7.47,10.97,3.500000000000001,up,602,47655.0,46477.0
100003,2024-11,1,1,2024-12,2025-01,10.97,16.58,5.609999999999998,up,47655,46477.0,31851.0
100003,2024-12,0,1,2025-01,2025-02,16.58,19.32,2.740000000000002,up,46477,31851.0,5999.0
100003,2025-01,0,1,2025-02,2025-03,19.32,10.44,-8.88,down,31851,5999.0,4627.0
100003,2025-02,1,1,2025-03,2025-04,10.44,18.91,8.47,up,5999,4627.0,39409.0
100003,2025-03,0,0,2025-04,2025-05,18.91,9.98,-8.93,down,4627,39409.0,26292.0
100003,2025-04,0,0,2025-05,2025-06,9.98,18.52,8.54,up,39409,26292.0,39782.0
100003,2025-05,0,1,2025-06,2025-07,18.52,14.25,-4.27,down,26292,39782.0,32501.0
100003,2025-06,0,1,2025-07,2025-08,14.25,11.94,-2.3100000000000005,down,39782,32501.0,27340.0
100003,2025-07,0,0,2025-08,2025-09,11.94,17.7,5.76,up,32501,27340.0,41975.0
100003,2025-08,1,1,2025-09,2025-10,17.7,9.2,-8.5,down,27340,41975.0,13857.0
100003,2025-09,0,1,2025-10,2025-11,9.2,11.04,1.8399999999999999,up,41975,13857.0,19376.0
100003,2025-10,0,1,2025-11,2025-12,11.04,16.97,5.93,up,13857,19376.0,36588.0
100004,2024-01,0,0,2024-02,2024-03,6.98,6.94,-0.040000000000000036,down,32991,4265.0,27493.0
100004,2024-02,0,0,2024-03,2024-04,6.94,10.83,3.8899999999999997,up,4265,27493.0,13728.0
100004,2024-03,0,0,2024-04,2024-05,10.83,9.96,-0.8699999999999992,down,27493,13728.0,45518.0
100004,2024-07,0,0,2024-08,2024-09,8.98,12.9,3.92,up,28142,13732.0,6738.0
100004,2024-08,0,0,2024-09,2024-10,12.9,7.15,-5.75,down,13732,6738.0,46939.0
100004,2024-09,0,1,2024-10,2024-11,7.15,3.34,-3.8100000000000005,down,6738,46939.0,7851.0
100004,2024-10,0,0,2024-11,2024-12,3.34,14.7,11.36,up,46939,7851.0,38400.0
100004,2024-11,0,0,2024-12,2025-01,14.7,9.21,-5.489999999999998,down,7851,38400.0,47039.0
100004,2024-12,1,1,2025-01,2025-02,9.21,8.64,-0.5700000000000003,down,38400,47039.0,16397.0
100004,2025-01,0,0,2025-02,2025-03,8.64,8.07,-0.5700000000000003,down,47039,16397.0,48289.0
100004,2025-02,0,0,2025-03,2025-04,8.07,17.04,8.969999999999999,up,16397,48289.0,21454.0
100004,2025-03,0,0,2025-04,2025-05,17.04,13.55,-3.4899999999999984,down,48289,21454.0,9392.0
100004,2025-04,0,1,2025-05,2025-06,13.55,7.58,-5.970000000000001,down,21454,9392.0,23731.0
100004,2025-05,0,0,2025-06,2025-07,7.58,8.14,0.5600000000000005,up,9392,23731.0,14279.0
100004,2025-06,0,0,2025-07,2025-08,8.14,12.07,3.9299999999999997,up,23731,14279.0,31921.0
100004,2025-07,0,0,2025-08,2025-09,12.07,8.25,-3.8200000000000003,down,14279,31921.0,45343.0
100004,2025-08,0,0,2025-09,2025-10,8.25,3.56,-4.6899999999999995,down,31921,45343.0,18599.0
100004,2025-09,0,1,2025-10,2025-11,3.56,9.03,5.469999999999999,up,45343,18599.0,20505.0
100004,2025-10,0,0,2025-11,2025-12,9.03,8.88,-0.14999999999999858,down,18599,20505.0,15232.0
100005,2024-01,0,0,2024-02,2024-03,15.58,5.46,-10.120000000000001,down,34925,22828.0,9914.0
100005,2024-02,0,0,2024-03,2024-04,5.46,8.68,3.2199999999999998,up,22828,9914.0,2314.0
100005,2024-03,0,0,2024-04,2024-05,8.68,18.21,9.530000000000001,up,9914,2314.0,15016.0
100005,2024-04,0,0,2024-05,2024-06,18.21,15.13,-3.08,down,2314,15016.0,14190.0
100005,2024-05,0,1,2024-06,2024-07,15.13,8.13,-7.0,down,15016,14190.0,38437.0
100005,2024-06,0,1,2024-07,2024-08,8.13,12.93,4.799999999999999,up,14190,38437.0,16985.0
100005,2024-07,0,0,2024-08,2024-09,12.93,12.33,-0.5999999999999996,down,38437,16985.0,22667.0
100005,2024-08,0,0,2024-09,2024-10,12.33,6.57,-5.76,down,16985,22667.0,4076.0
100005,2024-09,0,0,2024-10,2024-11,6.57,14.73,8.16,up,22667,4076.0,25448.0
100005,2024-10,0,0,2024-11,2024-12,14.73,16.8,2.0700000000000003,up,4076,25448.0,14301.0
100005,2024-11,0,0,2024-12,2025-01,16.8,12.45,-4.350000000000001,down,25448,14301.0,10585.0
100005,2024-12,0,1,2025-01,2025-02,12.45,16.42,3.9700000000000024,up,14301,10585.0,37232.0
100005,2025-01,0,1,2025-02,2025-03,16.42,11.0,-5.420000000000002,down,10585,37232.0,20666.0
100005,2025-02,0,0,2025-03,2025-04,11.0,8.53,-2.4700000000000006,down,37232,20666.0,7936.0
100005,2025-03,0,0,2025-04,2025-05,8.53,11.1,2.5700000000000003,up,20666,7936.0,20123.0
100005,2025-04,0,0,2025-05,2025-06,11.1,14.24,3.1400000000000006,up,7936,20123.0,24429.0
100005,2025-05,0,0,2025-06,2025-07,14.24,10.88,-3.3599999999999994,down,20123,24429.0,36846.0
100005,2025-06,0,0,2025-07,2025-08,10.88,12.25,1.3699999999999992,up,24429,36846.0,42686.0
100005,2025-07,0,0,2025-08,2025-09,12.25,13.73,1.4800000000000004,up,36846,42686.0,24355.0
100005,2025-08,0,0,2025-09,2025-10,13.73,15.3,1.5700000000000003,up,42686,24355.0,2857.0
100005,2025-09,0,1,2025-10,2025-11,15.3,11.53,-3.7700000000000014,down,24355,2857.0,30149.0
100005,2025-10,0,0,2025-11,2025-12,11.53,9.03,-2.5,down,2857,30149.0,11870.0
100006,2024-01,0,1,2024-02,2024-03,12.64,7.86,-4.78,down,1785,45163.0,48433.0
100006,2024-02,0,0,2024-03,2024-04,7.86,8.87,1.009999999999999,up,45163,48433.0,31241.0
100006,2024-03,0,0,2024-04,2024-05,8.87,6.06,-2.8099999999999996,down,48433,31241.0,608.0
100006,2024-04,0,0,2024-05,2024-06,6.06,13.47,7.410000000000001,up,31241,608.0,39675.0
100006,2024-05,0,1,2024-06,2024-07,13.47,12.25,-1.2200000000000006,down,608,39675.0,46778.0
100006,2024-06,0,0,2024-07,2024-08,12.25,11.26,-0.9900000000000002,down,39675,46778.0,40371.0
100006,2024-07,1,1,2024-08,2024-09,11.26,14.65,3.3900000000000006,up,46778,40371.0,46840.0
100006,2024-08,0,0,2024-09,2024-10,14.65,7.28,-7.37,down,40371,46840.0,21783.0
100006,2024-09,0,0,2024-10,2024-11,7.28,10.59,3.3099999999999996,up,46840,21783.0,5111.0
100006,2024-10,0,0,2024-11,2024-12,10.59,19.29,8.7,up,21783,5111.0,16620.0
100006,2024-11,0,0,2024-12,2025-01,19.29,11.46,-7.829999999999998,down,5111,16620.0,3821.0
100006,2024-12,1,1,2025-01,2025-02,11.46,14.14,2.6799999999999997,up,16620,3821.0,12205.0
100006,2025-01,0,0,2025-02,2025-03,14.14,19.06,4.919999999999998,up,3821,12205.0,24183.0
100006,2025-02,1,1,2025-03,2025-04,19.06,12.55,-6.509999999999998,down,12205,24183.0,8246.0
100006,2025-03,0,0,2025-04,2025-05,12.55,12.97,0.41999999999999993,up,24183,8246.0,40930.0
100006,2025-04,0,0,2025-05,2025-06,12.97,12.4,-0.5700000000000003,down,8246,40930.0,288.0
100006,2025-05,0,1,2025-06,2025-07,12.4,13.02,0.6199999999999992,up,40930,288.0,3368.0
100006,2025-06,0,0,2025-07,2025-08,13.02,11.05,-1.9699999999999989,down,288,3368.0,25884.0
100006,2025-07,0,0,2025-08,2025-09,11.05,7.99,-3.0600000000000005,down,3368,25884.0,41496.0
100006,2025-08,0,0,2025-09,2025-10,7.99,8.7,0.7099999999999991,up,25884,41496.0,30018.0
100006,2025-09,0,1,2025-10,2025-11,8.7,10.6,1.9000000000000004,up,41496,30018.0,37721.0
100006,2025-10,0,0,2025-11,2025-12,10.6,8.27,-2.33,down,30018,37721.0,8566.0
100007,2024-01,0,0,2024-02,2024-03,4.99,5.31,0.3199999999999994,up,47823,14948.0,6237.0
100007,2024-02,0,0,2024-03,2024-04,5.31,7.09,1.7800000000000002,up,14948,6237.0,18011.0
100007,2024-03,0,0,2024-04,2024-05,7.09,6.08,-1.0099999999999998,down,6237,18011.0,44276.0
100007,2024-04,1,1,2024-05,2024-06,6.08,7.77,1.6899999999999995,up,18011,44276.0,5600.0
100007,2024-05,0,0,2024-06,2024-07,7.77,7.52,-0.25,down,44276,5600.0,45630.0
100007,2024-06,0,0,2024-07,2024-08,7.52,6.93,-0.5899999999999999,down,5600,45630.0,37751.0
100007,2024-07,0,0,2024-08,2024-09,6.93,6.49,-0.4399999999999995,down,45630,37751.0,27637.0
100007,2024-08,0,0,2024-09,2024-10,6.49,5.71,-0.7800000000000002,down,37751,27637.0,24368.0
100007,2024-09,0,0,2024-10,2024-11,5.71,5.4,-0.3099999999999996,down,27637,24368.0,30492.0
100007,2024-10,0,0,2024-11,2024-12,5.4,7.84,2.4399999999999995,up,24368,30492.0,30604.0
100007,2024-11,0,0,2024-12,2025-01,7.84,8.51,0.6699999999999999,up,30492,30604.0,15362.0
100007,2024-12,0,0,2025-01,2025-02,8.51,7.26,-1.25,down,30604,15362.0,14314.0
100007,2025-01,0,0,2025-02,2025-03,7.26,5.16,-2.0999999999999996,down,15362,14314.0,42943.0
100007,2025-02,0,0,2025-03,2025-04,5.16,3.78,-1.3800000000000003,down,14314,42943.0,37661.0
100007,2025-03,0,0,2025-04,2025-05,3.78,8.18,4.4,up,42943,37661.0,30873.0
100007,2025-04,0,0,2025-05,2025-06,8.18,4.51,-3.67,down,37661,30873.0,35105.0
100007,2025-05,0,0,2025-06,2025-07,4.51,2.94,-1.5699999999999998,down,30873,35105.0,13873.0
100007,2025-06,0,0,2025-07,2025-08,2.94,1.35,-1.5899999999999999,down,35105,13873.0,884.0
100007,2025-07,0,0,2025-08,2025-09,1.35,7.06,5.709999999999999,up,13873,884.0,42512.0
100007,2025-08,0,0,2025-09,2025-10,7.06,4.17,-2.8899999999999997,down,884,42512.0,44709.0
100007,2025-09,0,0,2025-10,2025-11,4.17,5.71,1.54,up,42512,44709.0,43426.0
100007,2025-10,0,0,2025-11,2025-12,5.71,6.19,0.4800000000000004,up,44709,43426.0,30798.0
100008,2024-01,0,0,2024-02,2024-03,3.95,5.91,1.96,up,43616,19775.0,27465.0
100008,2024-02,0,0,2024-03,2024-04,5.91,4.11,-1.7999999999999998,down,19775,27465.0,20128.0
100008,2024-03,0,0,2024-04,2024-05,4.11,4.83,0.7199999999999998,up,27465,20128.0,30558.0
100008,2024-04,0,0,2024-05,2024-06,4.83,4.35,-0.4800000000000004,down,20128,30558.0,46951.0
100008,2024-05,0,0,2024-06,2024-07,4.35,8.34,3.99,up,30558,46951.0,22706.0
100008,2024-06,0,0,2024-07,2024-08,8.34,6.68,-1.6600000000000001,down,46951,22706.0,46053.0
100008,2024-10,0,0,2024-11,2024-12,6.96,7.99,1.0300000000000002,up,11172,1386.0,47050.0
100008,2024-11,0,0,2024-12,2025-01,7.99,6.04,-1.9500000000000002,down,1386,47050.0,38306.0
100008,2024-12,0,0,2025-01,2025-02,6.04,8.65,2.6100000000000003,up,47050,38306.0,34141.0
100008,2025-04,0,0,2025-05,2025-06,3.68,6.64,2.9599999999999995,up,2642,38065.0,10780.0
100008,2025-05,0,0,2025-06,2025-07,6.64,5.37,-1.2699999999999996,down,38065,10780.0,992.0
100008,2025-06,0,0,2025-07,2025-08,5.37,8.15,2.7800000000000002,up,10780,992.0,13325.0
100008,2025-07,0,0,2025-08,2025-09,8.15,4.68,-3.4700000000000006,down,992,13325.0,1902.0
100008,2025-08,0,0,2025-09,2025-10,4.68,4.82,0.14000000000000057,up,13325,1902.0,24704.0
100008,2025-09,0,0,2025-10,2025-11,4.82,3.68,-1.1400000000000001,down,1902,24704.0,28160.0
100008,2025-10,0,1,2025-11,2025-12,3.68,4.57,0.8900000000000001,up,24704,28160.0,34991.0
100009,2024-01,0,0,2024-02,2024-03,5.73,9.37,3.639999999999999,up,35724,11306.0,7215.0
100009,2024-02,0,1,2024-03,2024-04,9.37,13.96,4.590000000000002,up,11306,7215.0,48368.0
100009,2024-03,0,1,2024-04,2024-05,13.96,11.5,-2.460000000000001,down,7215,48368.0,443.0
100009,2024-04,1,1,2024-05,2024-06,11.5,11.41,-0.08999999999999986,down,48368,443.0,13782.0
100009,2024-05,0,0,2024-06,2024-07,11.41,14.4,2.99,up,443,13782.0,47786.0
100009,2024-06,0,0,2024-07,2024-08,14.4,18.22,3.8199999999999985,up,13782,47786.0,16088.0
100009,2024-07,0,1,2024-08,2024-09,18.22,17.05,-1.1699999999999982,down,47786,16088.0,43948.0
100009,2024-08,0,0,2024-09,2024-10,17.05,8.36,-8.690000000000001,down,16088,43948.0,29164.0
100009,2024-09,0,0,2024-10,2024-11,8.36,17.99,9.629999999999999,up,43948,29164.0,31970.0
100009,2024-10,0,0,2024-11,2024-12,17.99,12.92,-5.0699999999999985,down,29164,31970.0,6824.0
100009,2024-11,0,1,2024-12,2025-01,12.92,9.29,-3.630000000000001,down,31970,6824.0,21563.0
100009,2024-12,0,0,2025-01,2025-02,9.29,15.57,6.280000000000001,up,6824,21563.0,42490.0
100009,2025-01,0,1,2025-02,2025-03,15.57,8.57,-7.0,down,21563,42490.0,15200.0
100009,2025-02,0,0,2025-03,2025-04,8.57,10.79,2.219999999999999,up,42490,15200.0,5426.0
100009,2025-06,0,0,2025-07,2025-08,14.63,3.75,-10.88,down,28357,5195.0,7530.0
100009,2025-07,0,1,2025-08,2025-09,3.75,10.63,6.880000000000001,up,5195,7530.0,10150.0
100009,2025-08,1,1,2025-09,2025-10,10.63,14.83,4.199999999999999,up,7530,10150.0,21236.0
100009,2025-09,0,0,2025-10,2025-11,14.83,16.2,1.3699999999999992,up,10150,21236.0,28259.0
100009,2025-10,0,0,2025-11,2025-12,16.2,12.28,-3.92,down,21236,28259.0,7073.0
100010,2024-04,0,0,2024-05,2024-06,10.52,12.95,2.4299999999999997,up,23493,12414.0,4597.0
100010,2024-05,0,1,2024-06,2024-07,12.95,15.49,2.540000000000001,up,12414,4597.0,31927.0
100010,2024-06,0,1,2024-07,2024-08,15.49,9.83,-5.66,down,4597,31927.0,18460.0
100010,2024-07,0,1,2024-08,2024-09,9.83,13.11,3.2799999999999994,up,31927,18460.0,46158.0
100010,2024-08,0,0,2024-09,2024-10,13.11,10.17,-2.9399999999999995,down,18460,46158.0,46537.0
100010,2024-09,0,0,2024-10,2024-11,10.17,13.16,2.99,up,46158,46537.0,16036.0
100010,2024-10,0,0,2024-11,2024-12,13.16,11.22,-1.9399999999999995,down,46537,16036.0,42336.0
100010,2024-11,0,0,2024-12,2025-01,11.22,16.33,5.109999999999998,up,16036,42336.0,6881.0
100010,2024-12,0,0,2025-01,2025-02,16.33,5.84,-10.489999999999998,down,42336,6881.0,7256.0
100010,2025-01,0,0,2025-02,2025-03,5.84,7.49,1.6500000000000004,up,6881,7256.0,37941.0
100010,2025-02,0,0,2025-03,2025-04,7.49,13.4,5.91,up,7256,37941.0,45181.0
100010,2025-03,0,0,2025-04,2025-05,13.4,12.89,-0.5099999999999998,down,37941,45181.0,21194.0
100010,2025-04,0,0,2025-05,2025-06,12.89,12.35,-0.5400000000000009,down,45181,21194.0,23566.0
100010,2025-05,0,0,2025-06,2025-07,12.35,18.85,6.500000000000002,up,21194,23566.0,17217.0
100010,2025-06,0,0,2025-07,2025-08,18.85,12.45,-6.400000000000002,down,23566,17217.0,4147.0
100010,2025-07,0,0,2025-08,2025-09,12.45,13.21,0.7600000000000016,up,17217,4147.0,15489.0
100010,2025-08,1,1,2025-09,2025-10,13.21,15.96,2.75,up,4147,15489.0,45303.0
100010,2025-09,0,0,2025-10,2025-11,15.96,8.16,-7.800000000000001,down,15489,45303.0,41140.0
100010,2025-10,0,0,2025-11,2025-12,8.16,7.5,-0.6600000000000001,down,45303,41140.0,650.0
100011,2024-01,0,1,2024-02,2024-03,9.4,7.69,-1.71,down,23660,9797.0,7663.0
100011,2024-02,0,0,2024-03,2024-04,7.69,7.95,0.2599999999999998,up,9797,7663.0,45123.0
100011,2024-03,0,0,2024-04,2024-05,7.95,9.01,1.0599999999999996,up,7663,45123.0,45769.0
100011,2024-04,0,0,2024-05,2024-06,9.01,6.72,-2.29,down,45123,45769.0,1770.0
100011,2024-05,0,0,2024-06,2024-07,6.72,8.73,2.0100000000000007,up,45769,1770.0,37904.0
100011,2024-06,0,0,2024-07,2024-08,8.73,6.45,-2.2800000000000002,down,1770,37904.0,42079.0
100011,2024-07,0,0,2024-08,2024-09,6.45,6.64,0.1899999999999995,up,37904,42079.0,7940.0
100011,2024-08,0,0,2024-09,2024-10,6.64,5.18,-1.46,down,42079,7940.0,19054.0
100011,2024-09,0,0,2024-10,2024-11,5.18,2.17,-3.01,down,7940,19054.0,6661.0
100011,2024-10,0,1,2024-11,2024-12,2.17,11.01,8.84,up,19054,6661.0,43203.0
100011,2024-11,0,0,2024-12,2025-01,11.01,9.67,-1.3399999999999999,down,6661,43203.0,40691.0
100011,2024-12,0,0,2025-01,2025-02,9.67,8.07,-1.5999999999999996,down,43203,40691.0,41490.0
100011,2025-01,0,0,2025-02,2025-03,8.07,8.26,0.1899999999999995,up,40691,41490.0,40290.0
100011,2025-02,0,0,2025-03,2025-04,8.26,4.83,-3.4299999999999997,down,41490,40290.0,20302.0
100011,2025-03,0,0,2025-04,2025-05,4.83,7.32,2.49,up,40290,20302.0,37874.0
100011,2025-04,0,0,2025-05,2025-06,7.32,13.31,5.99,up,20302,37874.0,33178.0
100011,2025-05,0,0,2025-06,2025-07,13.31,7.94,-5.37,down,37874,33178.0,23869.0
100011,2025-06,1,1,2025-07,2025-08,7.94,13.5,5.56,up,33178,23869.0,33192.0
100011,2025-07,0,1,2025-08,2025-09,13.5,11.97,-1.5299999999999994,down,23869,33192.0,24402.0
100011,2025-08,0,0,2025-09,2025-10,11.97,4.55,-7.420000000000001,down,33192,24402.0,825.0
100011,2025-09,0,0,2025-10,2025-11,4.55,4.69,0.14000000000000057,up,24402,825.0,43578.0
100011,2025-10,0,1,2025-11,2025-12,4.69,7.41,2.7199999999999998,up,825,43578.0,30720.0
100012,2024-03,0,1,2024-04,2024-05,6.75,5.32,-1.4299999999999997,down,26795,9765.0,8338.0
100012,2024-04,0,0,2024-05,2024-06,5.32,6.2,0.8799999999999999,up,9765,8338.0,4253.0
100012,2024-05,0,1,2024-06,2024-07,6.2,7.22,1.0199999999999996,up,8338,4253.0,20073.0
100012,2024-06,0,0,2024-07,2024-08,7.22,2.97,-4.25,down,4253,20073.0,5496.0
100012,2024-07,0,0,2024-08,2024-09,2.97,3.93,0.96,up,20073,5496.0,43296.0
100012,2024-08,0,1,2024-09,2024-10,3.93,6.96,3.03,up,5496,43296.0,3128.0
100012,2024-09,0,0,2024-10,2024-11,6.96,8.13,1.1700000000000008,up,43296,3128.0,46495.0
100012,2024-10,0,0,2024-11,2024-12,8.13,4.05,-4.080000000000001,down,3128,46495.0,40884.0
100012,2025-02,0,0,2025-03,2025-04,5.24,10.66,5.42,up,46953,13486.0,46640.0
100012,2025-03,0,0,2025-04,2025-05,10.66,3.49,-7.17,down,13486,46640.0,43537.0
100012,2025-04,0,0,2025-05,2025-06,3.49,7.45,3.96,up,46640,43537.0,22599.0
100012,2025-05,0,0,2025-06,2025-07,7.45,4.46,-2.99,down,43537,22599.0,10888.0
100012,2025-06,0,1,2025-07,2025-08,4.46,6.7,2.24,up,22599,10888.0,31312.0
100012,2025-07,0,0,2025-08,2025-09,6.7,7.57,0.8700000000000001,up,10888,31312.0,38296.0
100012,2025-08,0,0,2025-09,2025-10,7.57,8.1,0.5299999999999994,up,31312,38296.0,13252.0
100012,2025-09,0,0,2025-10,2025-11,8.1,2.7,-5.3999999999999995,down,38296,13252.0,46103.0
100012,2025-10,0,0,2025-11,2025-12,2.7,6.24,3.54,up,13252,46103.0,29200.0
100013,2024-01,0,1,2024-02,2024-03,2.84,8.94,6.1,up,32428,45191.0,1974.0
100013,2024-02,0,0,2024-03,2024-04,8.94,5.97,-2.9699999999999998,down,45191,1974.0,14827.0
100013,2024-03,0,0,2024-04,2024-05,5.97,3.09,-2.88,down,1974,14827.0,165.0
100013,2024-04,0,0,2024-05,2024-06,3.09,6.63,3.54,up,14827,165.0,14304.0
100013,2024-05,0,0,2024-06,2024-07,6.63,9.37,2.7399999999999993,up,165,14304.0,19379.0
