cohort,decile,specialty,formulary_status,scoring_rows,scoring_hcps,historical_rows,historical_hcps,historical_strict_positives,profile_seen,reference
known_hcp,10,Primary Care,Preferred,122,47,366,60,62,True,all_supplied_training
known_hcp,10,Primary Care,Restricted,53,34,338,59,21,True,all_supplied_training
new_hcp,1,Cardiology,Non-preferred,21,10,257,31,7,True,all_supplied_training
new_hcp,1,Cardiology,Not covered,3,3,88,30,3,True,all_supplied_training
new_hcp,1,Cardiology,Preferred,22,10,196,31,6,True,all_supplied_training
new_hcp,1,Cardiology,Restricted,12,9,177,31,0,True,all_supplied_training
new_hcp,1,Endocrinology,Non-preferred,20,10,231,29,7,True,all_supplied_training
new_hcp,1,Endocrinology,Not covered,7,4,77,28,0,True,all_supplied_training
new_hcp,1,Endocrinology,Preferred,32,12,186,29,4,True,all_supplied_training
new_hcp,1,Endocrinology,Restricted,12,9,178,29,3,True,all_supplied_training
new_hcp,1,Internal Medicine,Non-preferred,20,9,500,62,7,True,all_supplied_training
new_hcp,1,Internal Medicine,Not covered,9,7,201,59,0,True,all_supplied_training
new_hcp,1,Internal Medicine,Preferred,29,11,374,62,6,True,all_supplied_training
new_hcp,1,Internal Medicine,Restricted,7,5,358,62,3,True,all_supplied_training
new_hcp,1,Nephrology,Non-preferred,4,1,227,24,1,True,all_supplied_training
new_hcp,1,Nephrology,Preferred,1,1,136,24,0,True,all_supplied_training
new_hcp,1,Nephrology,Restricted,1,1,139,24,2,True,all_supplied_training
new_hcp,1,Primary Care,Non-preferred,10,7,482,56,2,True,all_supplied_training
new_hcp,1,Primary Care,Not covered,8,5,154,53,0,True,all_supplied_training
new_hcp,1,Primary Care,Preferred,17,7,364,56,9,True,all_supplied_training
new_hcp,1,Primary Care,Restricted,7,5,305,56,2,True,all_supplied_training
new_hcp,2,Cardiology,Non-preferred,12,7,238,30,4,True,all_supplied_training
new_hcp,2,Cardiology,Not covered,4,3,100,29,0,True,all_supplied_training
new_hcp,2,Cardiology,Preferred,21,8,186,30,8,True,all_supplied_training
new_hcp,2,Cardiology,Restricted,7,4,175,30,3,True,all_supplied_training
new_hcp,2,Endocrinology,Non-preferred,10,5,221,26,3,True,all_supplied_training
new_hcp,2,Endocrinology,Not covered,3,3,66,25,1,True,all_supplied_training
new_hcp,2,Endocrinology,Preferred,16,6,177,26,7,True,all_supplied_training
new_hcp,2,Endocrinology,Restricted,6,5,134,25,3,True,all_supplied_training
new_hcp,2,Internal Medicine,Non-preferred,24,13,556,64,9,True,all_supplied_training
new_hcp,2,Internal Medicine,Not covered,5,5,165,56,0,True,all_supplied_training
new_hcp,2,Internal Medicine,Preferred,29,13,401,64,13,True,all_supplied_training
new_hcp,2,Internal Medicine,Restricted,19,11,363,64,5,True,all_supplied_training
new_hcp,2,Nephrology,Non-preferred,14,6,159,19,3,True,all_supplied_training
new_hcp,2,Nephrology,Not covered,4,3,57,18,1,True,all_supplied_training
new_hcp,2,Nephrology,Preferred,11,5,123,19,5,True,all_supplied_training
new_hcp,2,Nephrology,Restricted,5,4,108,19,0,True,all_supplied_training
new_hcp,2,Primary Care,Non-preferred,13,5,456,55,5,True,all_supplied_training
new_hcp,2,Primary Care,Not covered,1,1,166,55,0,True,all_supplied_training
new_hcp,2,Primary Care,Preferred,16,5,332,55,5,True,all_supplied_training
new_hcp,3,Cardiology,Non-preferred,15,7,224,30,10,True,all_supplied_training
new_hcp,3,Cardiology,Not covered,2,2,84,29,1,True,all_supplied_training
new_hcp,3,Cardiology,Preferred,20,8,189,30,11,True,all_supplied_training
new_hcp,3,Cardiology,Restricted,9,5,192,30,3,True,all_supplied_training
new_hcp,3,Endocrinology,Non-preferred,5,3,290,35,14,True,all_supplied_training
new_hcp,3,Endocrinology,Not covered,1,1,98,33,1,True,all_supplied_training
new_hcp,3,Endocrinology,Preferred,8,3,235,35,18,True,all_supplied_training
new_hcp,3,Endocrinology,Restricted,3,2,190,35,2,True,all_supplied_training
new_hcp,3,Internal Medicine,Non-preferred,22,10,534,65,10,True,all_supplied_training
new_hcp,3,Internal Medicine,Not covered,4,3,200,62,1,True,all_supplied_training
new_hcp,3,Internal Medicine,Preferred,25,10,441,65,26,True,all_supplied_training
new_hcp,3,Internal Medicine,Restricted,7,5,330,65,5,True,all_supplied_training
new_hcp,3,Nephrology,Non-preferred,16,6,202,25,5,True,all_supplied_training
new_hcp,3,Nephrology,Not covered,1,1,74,25,1,True,all_supplied_training
new_hcp,3,Nephrology,Preferred,12,6,158,25,9,True,all_supplied_training
new_hcp,3,Nephrology,Restricted,6,4,140,25,0,True,all_supplied_training
new_hcp,3,Primary Care,Non-preferred,10,6,631,75,20,True,all_supplied_training
new_hcp,3,Primary Care,Not covered,2,1,233,72,0,True,all_supplied_training
new_hcp,3,Primary Care,Preferred,15,6,486,75,18,True,all_supplied_training
new_hcp,3,Primary Care,Restricted,8,5,392,75,5,True,all_supplied_training
new_hcp,4,Cardiology,Non-preferred,5,4,325,39,10,True,all_supplied_training
new_hcp,4,Cardiology,Not covered,3,2,104,37,2,True,all_supplied_training
new_hcp,4,Cardiology,Preferred,8,4,252,39,14,True,all_supplied_training
new_hcp,4,Cardiology,Restricted,7,3,226,39,7,True,all_supplied_training
new_hcp,4,Endocrinology,Non-preferred,8,4,249,31,9,True,all_supplied_training
new_hcp,4,Endocrinology,Not covered,1,1,93,30,2,True,all_supplied_training
new_hcp,4,Endocrinology,Preferred,10,4,201,30,19,True,all_supplied_training
new_hcp,4,Endocrinology,Restricted,4,3,177,31,5,True,all_supplied_training
new_hcp,4,Internal Medicine,Non-preferred,30,15,535,66,20,True,all_supplied_training
new_hcp,4,Internal Medicine,Not covered,11,8,214,62,2,True,all_supplied_training
new_hcp,4,Internal Medicine,Preferred,33,14,422,66,22,True,all_supplied_training
new_hcp,4,Internal Medicine,Restricted,19,14,362,66,8,True,all_supplied_training
new_hcp,4,Nephrology,Non-preferred,1,1,167,19,3,True,all_supplied_training
new_hcp,4,Nephrology,Not covered,1,1,64,19,0,True,all_supplied_training
new_hcp,4,Nephrology,Preferred,3,1,98,19,8,True,all_supplied_training
new_hcp,4,Nephrology,Restricted,1,1,115,19,3,True,all_supplied_training
new_hcp,4,Primary Care,Non-preferred,22,9,400,44,11,True,all_supplied_training
new_hcp,4,Primary Care,Not covered,3,3,147,44,1,True,all_supplied_training
new_hcp,4,Primary Care,Preferred,19,9,250,44,9,True,all_supplied_training
new_hcp,4,Primary Care,Restricted,10,6,226,44,5,True,all_supplied_training
new_hcp,5,Cardiology,Non-preferred,29,15,288,31,15,True,all_supplied_training
new_hcp,5,Cardiology,Not covered,3,3,79,28,2,True,all_supplied_training
new_hcp,5,Cardiology,Preferred,42,16,198,31,23,True,all_supplied_training
new_hcp,5,Cardiology,Restricted,19,11,152,31,7,True,all_supplied_training
new_hcp,5,Endocrinology,Non-preferred,5,2,302,39,16,True,all_supplied_training
new_hcp,5,Endocrinology,Not covered,1,1,120,37,2,True,all_supplied_training
new_hcp,5,Endocrinology,Preferred,6,3,267,39,30,True,all_supplied_training
new_hcp,5,Endocrinology,Restricted,6,2,221,39,10,True,all_supplied_training
new_hcp,5,Internal Medicine,Non-preferred,23,12,496,58,30,True,all_supplied_training
new_hcp,5,Internal Medicine,Not covered,11,8,179,54,5,True,all_supplied_training
new_hcp,5,Internal Medicine,Preferred,24,12,350,58,30,True,all_supplied_training
new_hcp,5,Internal Medicine,Restricted,13,8,316,58,9,True,all_supplied_training
new_hcp,5,Nephrology,Non-preferred,3,2,159,19,6,True,all_supplied_training
new_hcp,5,Nephrology,Preferred,5,2,124,19,11,True,all_supplied_training
new_hcp,5,Nephrology,Restricted,2,2,99,19,4,True,all_supplied_training
new_hcp,5,Primary Care,Non-preferred,15,7,528,62,17,True,all_supplied_training
new_hcp,5,Primary Care,Not covered,3,3,177,60,2,True,all_supplied_training
new_hcp,5,Primary Care,Preferred,21,9,384,62,22,True,all_supplied_training
new_hcp,5,Primary Care,Restricted,13,7,349,62,2,True,all_supplied_training
new_hcp,6,Cardiology,Non-preferred,11,4,299,38,16,True,all_supplied_training
new_hcp,6,Cardiology,Not covered,2,2,124,38,7,True,all_supplied_training
new_hcp,6,Cardiology,Preferred,11,4,258,38,32,True,all_supplied_training
new_hcp,6,Endocrinology,Non-preferred,17,8,356,43,28,True,all_supplied_training
new_hcp,6,Endocrinology,Not covered,4,4,127,42,1,True,all_supplied_training
new_hcp,6,Endocrinology,Preferred,25,9,253,43,35,True,all_supplied_training
new_hcp,6,Endocrinology,Restricted,8,6,262,43,16,True,all_supplied_training
new_hcp,6,Internal Medicine,Non-preferred,22,11,556,67,30,True,all_supplied_training
new_hcp,6,Internal Medicine,Not covered,8,7,188,64,1,True,all_supplied_training
new_hcp,6,Internal Medicine,Preferred,35,14,434,67,45,True,all_supplied_training
new_hcp,6,Internal Medicine,Restricted,16,10,369,67,4,True,all_supplied_training
new_hcp,6,Nephrology,Non-preferred,10,5,151,18,8,True,all_supplied_training
new_hcp,6,Nephrology,Not covered,2,2,46,16,0,True,all_supplied_training
new_hcp,6,Nephrology,Preferred,22,7,115,18,16,True,all_supplied_training
new_hcp,6,Nephrology,Restricted,5,4,98,18,3,True,all_supplied_training
new_hcp,6,Primary Care,Non-preferred,22,10,369,43,14,True,all_supplied_training
new_hcp,6,Primary Care,Not covered,6,6,138,41,5,True,all_supplied_training
new_hcp,6,Primary Care,Preferred,24,11,263,43,24,True,all_supplied_training
new_hcp,6,Primary Care,Restricted,10,6,228,43,7,True,all_supplied_training
new_hcp,7,Cardiology,Non-preferred,10,6,324,42,30,True,all_supplied_training
new_hcp,7,Cardiology,Not covered,1,1,143,42,6,True,all_supplied_training
new_hcp,7,Cardiology,Preferred,16,6,263,42,49,True,all_supplied_training
new_hcp,7,Cardiology,Restricted,9,6,241,42,17,True,all_supplied_training
new_hcp,7,Endocrinology,Non-preferred,10,5,378,45,36,True,all_supplied_training
new_hcp,7,Endocrinology,Not covered,2,2,132,44,3,True,all_supplied_training
new_hcp,7,Endocrinology,Preferred,23,7,275,45,60,True,all_supplied_training
new_hcp,7,Endocrinology,Restricted,6,6,246,45,11,True,all_supplied_training
new_hcp,7,Internal Medicine,Non-preferred,33,17,566,67,44,True,all_supplied_training
new_hcp,7,Internal Medicine,Not covered,6,5,196,64,5,True,all_supplied_training
new_hcp,7,Internal Medicine,Preferred,63,22,421,67,50,True,all_supplied_training
new_hcp,7,Internal Medicine,Restricted,31,17,377,67,11,True,all_supplied_training
new_hcp,7,Nephrology,Non-preferred,8,3,184,20,16,True,all_supplied_training
new_hcp,7,Nephrology,Not covered,4,3,56,19,1,True,all_supplied_training
new_hcp,7,Nephrology,Preferred,11,5,119,20,22,True,all_supplied_training
new_hcp,7,Nephrology,Restricted,6,4,110,20,6,True,all_supplied_training
new_hcp,7,Primary Care,Non-preferred,14,8,377,48,25,True,all_supplied_training
new_hcp,7,Primary Care,Not covered,3,2,144,46,7,True,all_supplied_training
new_hcp,7,Primary Care,Preferred,17,9,305,48,36,True,all_supplied_training
new_hcp,7,Primary Care,Restricted,15,8,287,48,13,True,all_supplied_training
new_hcp,8,Cardiology,Non-preferred,6,4,198,25,16,True,all_supplied_training
new_hcp,8,Cardiology,Not covered,2,2,71,24,3,True,all_supplied_training
new_hcp,8,Cardiology,Preferred,7,4,156,25,34,True,all_supplied_training
new_hcp,8,Cardiology,Restricted,8,4,144,25,14,True,all_supplied_training
new_hcp,8,Endocrinology,Non-preferred,14,8,239,29,34,True,all_supplied_training
new_hcp,8,Endocrinology,Not covered,1,1,88,26,1,True,all_supplied_training
new_hcp,8,Endocrinology,Preferred,31,9,176,29,47,True,all_supplied_training
new_hcp,8,Endocrinology,Restricted,8,5,162,29,12,True,all_supplied_training
new_hcp,8,Internal Medicine,Non-preferred,16,9,600,68,43,True,all_supplied_training
