feature,category,train_share,recent_train_share,score_share
territory_id,T-W20,0.004795718843264382,0.004944375772558714,0.004087086378998664
territory_id,T-S74,0.004795718843264382,0.004944375772558714,0.00510885797374833
territory_id,T-N40,0.004775136358958526,0.004861969509682736,0.0055018470486520475
territory_id,T-S38,0.004775136358958526,0.0046147507210548,0.004165684193979407
territory_id,T-N76,0.004775136358958526,0.004944375772558714,0.004794466713825355
territory_id,T-W35,0.0047545538746526705,0.004697156983930779,0.003694097304094946
territory_id,T-N59,0.0047545538746526705,0.004779563246806757,0.0055018470486520475
territory_id,T-W78,0.0047545538746526705,0.004779563246806757,0.004951662343786843
territory_id,T-W77,0.0047545538746526705,0.004779563246806757,0.003694097304094946
territory_id,T-W75,0.004733971390346815,0.004861969509682736,0.004558673268883125
territory_id,T-W23,0.004713388906040959,0.004779563246806757,0.003929890749037177
territory_id,T-C61,0.004713388906040959,0.0046147507210548,0.004951662343786843
territory_id,T-N72,0.004425234125758979,0.004449938195302843,0.00510885797374833
territory_id,T-E68,0.004384069157147267,0.004449938195302843,0.004558673268883125
territory_id,T-S65,0.004384069157147267,0.004285125669550886,0.0027509235243260237
territory_id,T-E51,0.004363486672841412,0.004367531932426864,0.005187455788729073
territory_id,T-W62,0.004363486672841412,0.004202719406674907,0.00510885797374833
territory_id,T-S62,0.004363486672841412,0.004367531932426864,0.00534465141869056
territory_id,T-N21,0.004342904188535556,0.004449938195302843,0.004165684193979407
territory_id,T-N19,0.0043223217042297,0.004285125669550886,0.0034583038591527154
territory_id,T-E38,0.0043223217042297,0.004449938195302843,0.003694097304094946
territory_id,T-N65,0.0043017392199238445,0.004202719406674907,0.003694097304094946
territory_id,T-W46,0.0043017392199238445,0.004120313143798929,0.00377269511907569
territory_id,T-C35,0.0043017392199238445,0.004285125669550886,0.004165684193979407
territory_id,T-W65,0.004281156735617989,0.004202719406674907,0.0027509235243260237
territory_id,T-W49,0.004281156735617989,0.004285125669550886,0.004637271083863868
territory_id,T-S10,0.004281156735617989,0.004202719406674907,0.004244282008960151
territory_id,T-W68,0.004281156735617989,0.004202719406674907,0.003694097304094946
territory_id,T-S50,0.004281156735617989,0.004449938195302843,0.0031439125992297414
territory_id,T-E24,0.004281156735617989,0.004285125669550886,0.004637271083863868
territory_id,T-N23,0.004239991767006277,0.004120313143798929,0.0031439125992297414
territory_id,T-E77,0.004239991767006277,0.004367531932426864,0.004244282008960151
territory_id,T-W73,0.004219409282700422,0.004120313143798929,0.00377269511907569
territory_id,T-W60,0.004219409282700422,0.004202719406674907,0.0033011082291912286
territory_id,T-C47,0.004198826798394566,0.004285125669550886,0.0030653147842489977
territory_id,T-W27,0.004198826798394566,0.004120313143798929,0.004087086378998664
territory_id,T-C21,0.0038900895338067304,0.003873094355170993,0.0036154994891142026
territory_id,T-W21,0.0038900895338067304,0.003873094355170993,0.005816238308575022
territory_id,T-W61,0.0038695070495008746,0.0037906880922950145,0.003536901674133459
territory_id,T-N68,0.0038695070495008746,0.003873094355170993,0.0048730645288060995
territory_id,T-S70,0.0038695070495008746,0.003955500618046972,0.0033011082291912286
territory_id,T-N11,0.0038695070495008746,0.0037906880922950145,0.004087086378998664
territory_id,T-E35,0.003848924565195019,0.003873094355170993,0.0033011082291912286
territory_id,T-W18,0.003848924565195019,0.003873094355170993,0.0036154994891142026
territory_id,T-E72,0.003848924565195019,0.003873094355170993,0.0036154994891142026
territory_id,T-W57,0.003828342080889163,0.0037906880922950145,0.0028295213393067674
territory_id,T-E65,0.003828342080889163,0.0037906880922950145,0.004715868898844612
territory_id,T-E41,0.003828342080889163,0.003873094355170993,0.003694097304094946
territory_id,T-S53,0.003828342080889163,0.003955500618046972,0.0031439125992297414
territory_id,T-E73,0.003828342080889163,0.0037906880922950145,0.0031439125992297414
territory_id,T-N60,0.003828342080889163,0.003873094355170993,0.0036154994891142026
territory_id,T-C29,0.0038077595965833075,0.003873094355170993,0.00400848856401792
territory_id,T-W37,0.0038077595965833075,0.003873094355170993,0.00510885797374833
territory_id,T-W63,0.0038077595965833075,0.003708281829419036,0.001886347559537845
territory_id,T-W76,0.0038077595965833075,0.003873094355170993,0.00400848856401792
territory_id,T-C65,0.0038077595965833075,0.0037906880922950145,0.0027509235243260237
territory_id,T-S59,0.0037871771122774517,0.003873094355170993,0.0034583038591527154
territory_id,T-E32,0.0037871771122774517,0.003708281829419036,0.003694097304094946
territory_id,T-E75,0.0037871771122774517,0.003708281829419036,0.00267232570934528
territory_id,T-E21,0.0037871771122774517,0.003708281829419036,0.003929890749037177
territory_id,T-S33,0.0037871771122774517,0.0037906880922950145,0.004480075453902382
territory_id,T-W47,0.0037871771122774517,0.003873094355170993,0.003929890749037177
territory_id,T-E12,0.003766594627971596,0.0037906880922950145,0.003222510414210485
territory_id,T-W55,0.0037460121436657403,0.0035434693036670785,0.0028295213393067674
territory_id,T-E19,0.0037460121436657403,0.0035434693036670785,0.0033011082291912286
territory_id,T-C57,0.0037460121436657403,0.003708281829419036,0.003222510414210485
territory_id,T-S57,0.0037254296593598846,0.003708281829419036,0.003694097304094946
territory_id,T-W22,0.003684264690748173,0.0037906880922950145,0.0028295213393067674
territory_id,T-N24,0.003416692394772049,0.0034610630407911,0.0030653147842489977
territory_id,T-E36,0.0033961099104661933,0.0033786567779151215,0.003222510414210485
territory_id,T-S12,0.0033961099104661933,0.003296250515039143,0.003536901674133459
territory_id,T-W32,0.0033961099104661933,0.0033786567779151215,0.0025151300793837933
territory_id,T-C51,0.0033961099104661933,0.0033786567779151215,0.0033011082291912286
territory_id,T-E55,0.0033961099104661933,0.0033786567779151215,0.003222510414210485
territory_id,T-N18,0.0033961099104661933,0.0034610630407911,0.00377269511907569
territory_id,T-N57,0.0033961099104661933,0.0033786567779151215,0.0028295213393067674
territory_id,T-W44,0.0033755274261603376,0.0034610630407911,0.00267232570934528
territory_id,T-E47,0.0033755274261603376,0.003296250515039143,0.003694097304094946
territory_id,T-N28,0.0033755274261603376,0.003296250515039143,0.005030260158767587
territory_id,T-W11,0.003354944941854482,0.0033786567779151215,0.0033011082291912286
territory_id,T-W71,0.003354944941854482,0.0034610630407911,0.0025937278943645365
territory_id,T-N54,0.003354944941854482,0.0033786567779151215,0.0024365322644030497
territory_id,T-W51,0.003354944941854482,0.0032138442521631645,0.003694097304094946
territory_id,T-E67,0.003354944941854482,0.0034610630407911,0.00377269511907569
territory_id,T-E40,0.003334362457548626,0.0033786567779151215,0.00267232570934528
territory_id,T-S44,0.003334362457548626,0.003131437989287186,0.0027509235243260237
territory_id,T-E43,0.003334362457548626,0.0034610630407911,0.0018077497445571013
territory_id,T-S11,0.003334362457548626,0.0033786567779151215,0.003694097304094946
territory_id,T-C58,0.003334362457548626,0.0034610630407911,0.001886347559537845
territory_id,T-N41,0.003334362457548626,0.0032138442521631645,0.0030653147842489977
territory_id,T-C55,0.003334362457548626,0.0033786567779151215,0.003222510414210485
territory_id,T-C56,0.003334362457548626,0.003296250515039143,0.00400848856401792
territory_id,T-E50,0.003334362457548626,0.0034610630407911,0.0036154994891142026
territory_id,T-N36,0.003334362457548626,0.0033786567779151215,0.004087086378998664
territory_id,T-N55,0.003334362457548626,0.0032138442521631645,0.0034583038591527154
territory_id,T-E17,0.0033137799732427704,0.0033786567779151215,0.003694097304094946
territory_id,T-E20,0.0033137799732427704,0.003296250515039143,0.0038512929340564334
territory_id,T-W69,0.0033137799732427704,0.003296250515039143,0.0036154994891142026
territory_id,T-C45,0.0032931974889369147,0.0032138442521631645,0.00377269511907569
territory_id,T-W74,0.0032931974889369147,0.0032138442521631645,0.0028295213393067674
territory_id,T-W45,0.0032931974889369147,0.003296250515039143,0.0031439125992297414
territory_id,T-W14,0.003272615004631059,0.003296250515039143,0.003222510414210485
territory_id,T-N14,0.003272615004631059,0.003131437989287186,0.00400848856401792
territory_id,T-E60,0.003272615004631059,0.0033786567779151215,0.002357934449422306
territory_id,T-E11,0.0032520325203252032,0.0032138442521631645,0.0031439125992297414
territory_id,T-S29,0.0032520325203252032,0.003296250515039143,0.0027509235243260237
territory_id,T-N44,0.0032520325203252032,0.0033786567779151215,0.0022793366344415625
territory_id,T-C11,0.0032520325203252032,0.0029666254635352285,0.00267232570934528
territory_id,T-N78,0.0032314500360193475,0.003296250515039143,0.004087086378998664
territory_id,T-W24,0.0029227127714315116,0.0029666254635352285,0.0027509235243260237
territory_id,T-S69,0.0029227127714315116,0.00288421920065925,0.0025937278943645365
territory_id,T-W64,0.002902130287125656,0.00288421920065925,0.0027509235243260237
territory_id,T-E45,0.002902130287125656,0.00288421920065925,0.00377269511907569
territory_id,T-C54,0.002902130287125656,0.0028018129377832715,0.00267232570934528
territory_id,T-S28,0.002902130287125656,0.0028018129377832715,0.004558673268883125
territory_id,T-N67,0.002902130287125656,0.0028018129377832715,0.0031439125992297414
territory_id,T-N45,0.002902130287125656,0.0029666254635352285,0.0025937278943645365
territory_id,T-C77,0.002902130287125656,0.0029666254635352285,0.0022793366344415625
territory_id,T-W36,0.002902130287125656,0.0029666254635352285,0.0022793366344415625
territory_id,T-C36,0.002902130287125656,0.0029666254635352285,0.0028295213393067674
territory_id,T-W54,0.002902130287125656,0.00288421920065925,0.002357934449422306
territory_id,T-N29,0.002902130287125656,0.00288421920065925,0.00267232570934528
territory_id,T-N75,0.002902130287125656,0.0029666254635352285,0.0028295213393067674
territory_id,T-C68,0.002902130287125656,0.0029666254635352285,0.00267232570934528
territory_id,T-S60,0.002902130287125656,0.0029666254635352285,0.00267232570934528
territory_id,T-N33,0.0028815478028198,0.00288421920065925,0.0031439125992297414
territory_id,T-C70,0.0028815478028198,0.0028018129377832715,0.0027509235243260237
territory_id,T-S46,0.0028815478028198,0.0029666254635352285,0.0033011082291912286
territory_id,T-N38,0.0028815478028198,0.0028018129377832715,0.00267232570934528
territory_id,T-N63,0.0028815478028198,0.00288421920065925,0.0030653147842489977
territory_id,T-S19,0.0028815478028198,0.0028018129377832715,0.0033011082291912286
territory_id,T-S41,0.0028609653185139444,0.0028018129377832715,0.0014147606696533837
territory_id,T-N39,0.0028609653185139444,0.00288421920065925,0.0030653147842489977
territory_id,T-C17,0.0028609653185139444,0.00288421920065925,0.0022793366344415625
territory_id,T-N27,0.0028609653185139444,0.00288421920065925,0.003536901674133459
territory_id,T-E13,0.0028609653185139444,0.0028018129377832715,0.003222510414210485
territory_id,T-N17,0.0028609653185139444,0.00288421920065925,0.0031439125992297414
territory_id,T-E78,0.0028609653185139444,0.0028018129377832715,0.0027509235243260237
territory_id,T-E22,0.0028609653185139444,0.00288421920065925,0.001886347559537845
territory_id,T-C39,0.0028609653185139444,0.0028018129377832715,0.0027509235243260237
territory_id,T-S78,0.0028609653185139444,0.00288421920065925,0.00267232570934528
territory_id,T-C60,0.002840382834208089,0.00288421920065925,0.0028295213393067674
territory_id,T-N47,0.002840382834208089,0.0028018129377832715,0.0033011082291912286
territory_id,T-E10,0.002840382834208089,0.00288421920065925,0.0022793366344415625
territory_id,T-N13,0.002840382834208089,0.0028018129377832715,0.0016505541145956143
territory_id,T-S37,0.002840382834208089,0.0028018129377832715,0.00267232570934528
territory_id,T-E42,0.002840382834208089,0.0028018129377832715,0.003536901674133459
territory_id,T-N79,0.002840382834208089,0.0028018129377832715,0.0030653147842489977
territory_id,T-N56,0.002840382834208089,0.0028018129377832715,0.0028295213393067674
territory_id,T-S15,0.002840382834208089,0.0028018129377832715,0.0022793366344415625
territory_id,T-S35,0.002840382834208089,0.0029666254635352285,0.003222510414210485
territory_id,T-N48,0.002840382834208089,0.002719406674907293,0.0028295213393067674
territory_id,T-W52,0.0028198003499022334,0.0028018129377832715,0.002200738819460819
territory_id,T-E29,0.0028198003499022334,0.0029666254635352285,0.0022793366344415625
territory_id,T-C44,0.0028198003499022334,0.0028018129377832715,0.0030653147842489977
territory_id,T-S77,0.0028198003499022334,0.0028018129377832715,0.0021221410044800753
territory_id,T-W13,0.0028198003499022334,0.0026370004120313145,0.002357934449422306
territory_id,T-E33,0.0027992178655963777,0.0028018129377832715,0.0025937278943645365
territory_id,T-S40,0.0027992178655963777,0.002719406674907293,0.0022793366344415625
territory_id,T-E74,0.0027992178655963777,0.00288421920065925,0.0028295213393067674
territory_id,T-S36,0.0027992178655963777,0.00288421920065925,0.0022793366344415625
territory_id,T-N31,0.0027992178655963777,0.002719406674907293,0.0025151300793837933
territory_id,T-W19,0.002778635381290522,0.00288421920065925,0.0028295213393067674
territory_id,T-W42,0.002778635381290522,0.0028018129377832715,0.0022793366344415625
territory_id,T-N52,0.002778635381290522,0.0028018129377832715,0.0036154994891142026
territory_id,T-S55,0.002778635381290522,0.00288421920065925,0.00377269511907569
territory_id,T-S67,0.0027374704126788105,0.0028018129377832715,0.003929890749037177
territory_id,T-W15,0.0024493156323968303,0.002472187886279357,0.001886347559537845
territory_id,T-W43,0.0024287331480909746,0.0023897816234033785,0.001886347559537845
territory_id,T-C28,0.0024287331480909746,0.002472187886279357,0.00133616285467264
territory_id,T-N43,0.0024287331480909746,0.002472187886279357,0.0033011082291912286
territory_id,T-C75,0.0024287331480909746,0.002472187886279357,0.00267232570934528
territory_id,T-E30,0.0024287331480909746,0.002472187886279357,0.0018077497445571013
territory_id,T-E63,0.002408150663785119,0.0023897816234033785,0.0030653147842489977
territory_id,T-E16,0.002408150663785119,0.0023073753605274,0.004715868898844612
territory_id,T-W17,0.002408150663785119,0.002472187886279357,0.002357934449422306
territory_id,T-C53,0.002408150663785119,0.0023897816234033785,0.0022793366344415625
territory_id,T-S73,0.002408150663785119,0.0023897816234033785,0.0018077497445571013
territory_id,T-N61,0.002408150663785119,0.002472187886279357,0.0031439125992297414
territory_id,T-E31,0.002408150663785119,0.002472187886279357,0.0036154994891142026
territory_id,T-E26,0.002408150663785119,0.002472187886279357,0.0033011082291912286
territory_id,T-N35,0.002408150663785119,0.0023897816234033785,0.0025937278943645365
territory_id,T-C14,0.002408150663785119,0.0023897816234033785,0.0027509235243260237
territory_id,T-N53,0.002387568179479263,0.002472187886279357,0.0028295213393067674
territory_id,T-E18,0.002387568179479263,0.002472187886279357,0.0018077497445571013
territory_id,T-E15,0.002387568179479263,0.002472187886279357,0.0031439125992297414
territory_id,T-S79,0.002387568179479263,0.002472187886279357,0.002200738819460819
territory_id,T-C30,0.002387568179479263,0.0023897816234033785,0.001886347559537845
territory_id,T-S48,0.002387568179479263,0.0023897816234033785,0.002357934449422306
territory_id,T-C40,0.002387568179479263,0.0023897816234033785,0.0008645759647881788
territory_id,T-C78,0.002387568179479263,0.002472187886279357,0.001886347559537845
territory_id,T-C38,0.002387568179479263,0.0023073753605274,0.0022793366344415625
territory_id,T-C46,0.0023669856951734074,0.0023073753605274,0.0018077497445571013
territory_id,T-E53,0.0023669856951734074,0.0023897816234033785,0.003222510414210485
territory_id,T-S23,0.0023669856951734074,0.0023073753605274,0.002200738819460819
territory_id,T-S45,0.0023669856951734074,0.0023073753605274,0.0025937278943645365
territory_id,T-N66,0.0023669856951734074,0.002472187886279357,0.0031439125992297414
territory_id,T-C25,0.0023669856951734074,0.002472187886279357,0.0027509235243260237
territory_id,T-C24,0.0023669856951734074,0.0023897816234033785,0.003694097304094946
territory_id,T-W72,0.0023669856951734074,0.0023897816234033785,0.002200738819460819
territory_id,T-S58,0.0023669856951734074,0.0023073753605274,0.003222510414210485
territory_id,T-S61,0.0023669856951734074,0.0023073753605274,0.0022793366344415625
territory_id,T-S64,0.0023669856951734074,0.002472187886279357,0.002357934449422306
territory_id,T-N32,0.0023669856951734074,0.0023897816234033785,0.0009431737797689225
territory_id,T-S63,0.0023669856951734074,0.0023073753605274,0.0033011082291912286
territory_id,T-N42,0.0023669856951734074,0.0023073753605274,0.00267232570934528
territory_id,T-E79,0.0023464032108675517,0.0023073753605274,0.002200738819460819
territory_id,T-S72,0.0023464032108675517,0.0023073753605274,0.0027509235243260237
territory_id,T-W70,0.0023464032108675517,0.0023897816234033785,0.0027509235243260237
territory_id,T-S32,0.0023464032108675517,0.0022249690976514215,0.0031439125992297414
territory_id,T-S24,0.0023464032108675517,0.0023073753605274,0.0018077497445571013
territory_id,T-W10,0.0023464032108675517,0.0023073753605274,0.002357934449422306
territory_id,T-S42,0.002325820726561696,0.0023073753605274,0.0025937278943645365
territory_id,T-S52,0.002325820726561696,0.0023073753605274,0.0033011082291912286
territory_id,T-S30,0.002325820726561696,0.0022249690976514215,0.0024365322644030497
territory_id,T-C20,0.002325820726561696,0.002472187886279357,0.0027509235243260237
territory_id,T-E25,0.002325820726561696,0.0023073753605274,0.0017291519295763577
territory_id,T-S17,0.002325820726561696,0.0023897816234033785,0.001886347559537845
territory_id,T-W41,0.002325820726561696,0.002142562834775443,0.00267232570934528
territory_id,T-W53,0.00230523824225584,0.002472187886279357,0.0017291519295763577
territory_id,T-E14,0.00230523824225584,0.0023073753605274,0.0022793366344415625
territory_id,T-W50,0.00230523824225584,0.0022249690976514215,0.002357934449422306
territory_id,T-W48,0.0022846557579499845,0.0023073753605274,0.002200738819460819
territory_id,T-E23,0.001975918493362149,0.001977750309023486,0.0027509235243260237
territory_id,T-S66,0.0019553360090562933,0.001977750309023486,0.002357934449422306
territory_id,T-E56,0.0019553360090562933,0.0018953440461475072,0.002200738819460819
territory_id,T-C18,0.0019553360090562933,0.0018953440461475072,0.0016505541145956143
territory_id,T-S49,0.0019553360090562933,0.0018953440461475072,0.0012575650396918967
territory_id,T-C59,0.0019553360090562933,0.001977750309023486,0.001886347559537845
territory_id,T-E28,0.0019553360090562933,0.001977750309023486,0.001886347559537845
territory_id,T-C13,0.0019347535247504373,0.0018953440461475072,0.0022793366344415625
territory_id,T-E64,0.0019347535247504373,0.001977750309023486,0.0025151300793837933
territory_id,T-E48,0.0019347535247504373,0.001977750309023486,0.002043543189499332
territory_id,T-C31,0.0019347535247504373,0.001977750309023486,0.0004715868898844612
territory_id,T-S43,0.0019347535247504373,0.001977750309023486,0.0017291519295763577
territory_id,T-E57,0.0019347535247504373,0.001977750309023486,0.00267232570934528
territory_id,T-C62,0.0019141710404445816,0.0018953440461475072,0.0018077497445571013
territory_id,T-W66,0.0019141710404445816,0.0018953440461475072,0.0027509235243260237
territory_id,T-W59,0.0019141710404445816,0.0018953440461475072,0.00267232570934528
territory_id,T-C71,0.0019141710404445816,0.0018953440461475072,0.0014147606696533837
territory_id,T-C19,0.0019141710404445816,0.0018953440461475072,0.002357934449422306
territory_id,T-S18,0.0019141710404445816,0.0018129377832715287,0.0018077497445571013
territory_id,T-S34,0.0019141710404445816,0.0018129377832715287,0.0022793366344415625
territory_id,T-N69,0.0019141710404445816,0.0018953440461475072,0.0021221410044800753
territory_id,T-W25,0.0019141710404445816,0.0018953440461475072,0.001886347559537845
territory_id,T-E52,0.0019141710404445816,0.001977750309023486,0.003222510414210485
territory_id,T-S54,0.0019141710404445816,0.0018129377832715287,0.0017291519295763577
territory_id,T-W28,0.0019141710404445816,0.0018953440461475072,0.001886347559537845
territory_id,T-W31,0.0019141710404445816,0.0018129377832715287,0.00133616285467264
territory_id,T-E61,0.0019141710404445816,0.0018953440461475072,0.0008645759647881788
territory_id,T-C49,0.0018935885561387259,0.0018953440461475072,0.0012575650396918967
territory_id,T-C50,0.0018935885561387259,0.001977750309023486,0.0012575650396918967
territory_id,T-S21,0.0018935885561387259,0.001977750309023486,0.0018077497445571013
territory_id,T-S75,0.0018935885561387259,0.0018953440461475072,0.002357934449422306
territory_id,T-C72,0.0018935885561387259,0.0018953440461475072,0.0022793366344415625
territory_id,T-C33,0.0018935885561387259,0.0018129377832715287,0.0022793366344415625
territory_id,T-S56,0.0018935885561387259,0.0018129377832715287,0.0018077497445571013
territory_id,T-S25,0.0018935885561387259,0.001977750309023486,0.001886347559537845
territory_id,T-W58,0.0018935885561387259,0.0018953440461475072,0.001886347559537845
territory_id,T-C37,0.0018935885561387259,0.001977750309023486,0.0014147606696533837
territory_id,T-C23,0.0018935885561387259,0.0018953440461475072,0.0022793366344415625
territory_id,T-S31,0.0018935885561387259,0.001977750309023486,0.002200738819460819
territory_id,T-C32,0.0018935885561387259,0.0018953440461475072,0.001178967224711153
territory_id,T-N50,0.0018730060718328701,0.0018129377832715287,0.0018077497445571013
territory_id,T-N62,0.0018730060718328701,0.0018129377832715287,0.00133616285467264
territory_id,T-E46,0.0018730060718328701,0.0018953440461475072,0.002357934449422306
territory_id,T-C34,0.0018730060718328701,0.001977750309023486,0.0022793366344415625
territory_id,T-S47,0.0018730060718328701,0.0018129377832715287,0.0014147606696533837
territory_id,T-E62,0.0018730060718328701,0.0018129377832715287,0.002357934449422306
territory_id,T-W34,0.0018524235875270144,0.001977750309023486,0.0017291519295763577
territory_id,T-W39,0.001749511165997736,0.0018129377832715287,0.0028295213393067674
territory_id,T-S39,0.0014819388700216115,0.0014833127317676143,0.0009431737797689225
territory_id,T-E59,0.0014819388700216115,0.0014833127317676143,0.0014147606696533837
territory_id,T-C67,0.0014819388700216115,0.0014833127317676143,0.001886347559537845
territory_id,T-N49,0.0014819388700216115,0.0014833127317676143,0.002357934449422306
territory_id,T-S16,0.0014613563857157558,0.0014009064688916357,0.0014147606696533837
territory_id,T-C48,0.0014613563857157558,0.0014009064688916357,0.0022793366344415625
territory_id,T-S13,0.0014613563857157558,0.0014833127317676143,0.00267232570934528
territory_id,T-W40,0.0014407739014099,0.0014833127317676143,0.0014147606696533837
territory_id,T-N74,0.0014407739014099,0.0014009064688916357,0.001886347559537845
territory_id,T-W33,0.0014407739014099,0.0013185002060156572,0.0031439125992297414
territory_id,T-N22,0.0014407739014099,0.0014009064688916357,0.001886347559537845
territory_id,T-S22,0.0014407739014099,0.0014833127317676143,0.0017291519295763577
territory_id,T-C79,0.0014407739014099,0.0014833127317676143,0.00133616285467264
territory_id,T-N46,0.0014201914171040446,0.0014009064688916357,0.0008645759647881788
territory_id,T-C73,0.0014201914171040446,0.0014833127317676143,0.0009431737797689225
territory_id,T-S76,0.0014201914171040446,0.0013185002060156572,0.0027509235243260237
territory_id,T-E49,0.0014201914171040446,0.0013185002060156572,0.0014147606696533837
territory_id,T-C27,0.0014201914171040446,0.0014009064688916357,0.0012575650396918967
territory_id,T-S51,0.0014201914171040446,0.0014833127317676143,0.0014147606696533837
territory_id,T-S27,0.0014201914171040446,0.0014833127317676143,0.00133616285467264
territory_id,T-C64,0.0013996089327981888,0.0014833127317676143,0.002200738819460819
territory_id,T-E69,0.0013790264484923331,0.0014009064688916357,0.001886347559537845
territory_id,T-E27,0.0013790264484923331,0.0014833127317676143,0.00133616285467264
territory_id,T-W38,0.0013790264484923331,0.0013185002060156572,0.0017291519295763577
territory_id,T-C74,0.0013584439641864774,0.0012360939431396785,0.0008645759647881788
territory_id,T-C66,0.0013584439641864774,0.0014009064688916357,0.0017291519295763577
territory_id,T-C52,0.0013584439641864774,0.0014009064688916357,0.0014147606696533837
territory_id,T-W26,0.0009879592466810745,0.000988875154511743,0.00039298907490371767
territory_id,T-E39,0.0009879592466810745,0.000988875154511743,0.0004715868898844612
territory_id,T-S71,0.0009673767623752187,0.000988875154511743,0.00133616285467264
territory_id,T-N34,0.0009673767623752187,0.0009064688916357644,0.0008645759647881788
territory_id,T-E70,0.0009673767623752187,0.000988875154511743,0.001886347559537845
territory_id,T-C76,0.0009673767623752187,0.000988875154511743,0.0009431737797689225
territory_id,T-S68,0.0009467942780693629,0.000988875154511743,0.0012575650396918967
territory_id,T-N51,0.0009467942780693629,0.000988875154511743,0.001886347559537845
territory_id,T-C22,0.0009467942780693629,0.000988875154511743,0.001886347559537845
territory_id,T-S20,0.0009467942780693629,0.000988875154511743,0.0017291519295763577
territory_id,T-C63,0.0009467942780693629,0.0009064688916357644,0.0018077497445571013
territory_id,T-W12,0.0009467942780693629,0.0009064688916357644,0.00031439125992297417
territory_id,T-C10,0.0009467942780693629,0.000988875154511743,0.0008645759647881788
territory_id,T-E37,0.0009467942780693629,0.0009064688916357644,0.00133616285467264
territory_id,T-E54,0.0009262117937635072,0.000988875154511743,0.0017291519295763577
territory_id,T-C16,0.0009262117937635072,0.000988875154511743,0.0009431737797689225
territory_id,T-C69,0.0008850468251517959,0.0009064688916357644,0.0008645759647881788
territory_id,T-C41,0.0004939796233405372,0.0004944375772558715,0.0004715868898844612
territory_id,T-E44,0.0004939796233405372,0.0004944375772558715,0.0014147606696533837
territory_id,T-C12,0.0004939796233405372,0.0004944375772558715,0.0009431737797689225
territory_id,T-S26,0.0004939796233405372,0.0004944375772558715,0.0009431737797689225
territory_id,T-C15,0.0004939796233405372,0.0004944375772558715,0.0004715868898844612
territory_id,T-S14,0.00047339713903468147,0.0004944375772558715,0.001886347559537845
territory_id,T-W30,0.0004528146547288258,0.00041203131437989287,0.00133616285467264
territory_id,T-N20,0.00043223217042297007,0.0004944375772558715,0.0018077497445571013
territory_id,T-C43,0.0,0.0,0.001886347559537845
institution_type,Private Clinic,0.3346300298446022,0.334569427276473,0.3284602688045272
institution_type,Hospital,0.2954615622105588,0.29550885867325916,0.29725693625717203
institution_type,Group Practice,0.23990943706905424,0.23971981870622167,0.24404621551520866
institution_type,Academic,0.12999897087578471,0.13020189534404614,0.13023657942309202
campaign_wave_id,W106,0.005248533497993208,0.0046147507210548,0.005659042678613535
