hcp_id,period_lag2,period_lag1,period,speaker_program_attended_12m_lag2,speaker_program_attended_12m_lag1,speaker_program_attended_12m,csv_line_lag2,csv_line_lag1,csv_line
100198,2026-03,2026-04,2026-05,0.0,1.0,0,11542.0,2374.0,2935
100199,2026-01,2026-02,2026-03,0.0,1.0,0,3248.0,11928.0,9888
100200,2026-03,2026-04,2026-05,0.0,1.0,0,7925.0,1078.0,11228
100201,2026-04,2026-05,2026-06,0.0,1.0,0,5132.0,6002.0,3376
100202,2026-04,2026-05,2026-06,0.0,1.0,0,7496.0,11159.0,8710
100206,2026-02,2026-03,2026-04,0.0,1.0,0,1905.0,7253.0,4383
100207,2026-04,2026-05,2026-06,0.0,1.0,0,6473.0,3312.0,12447
100210,2026-02,2026-03,2026-04,0.0,1.0,0,12676.0,754.0,10180
100214,2026-04,2026-05,2026-06,0.0,1.0,0,11206.0,6935.0,9277
100215,2026-04,2026-05,2026-06,0.0,1.0,0,4642.0,3619.0,8989
100218,2026-02,2026-03,2026-04,0.0,1.0,0,4975.0,564.0,2165
100222,2026-02,2026-03,2026-04,0.0,1.0,0,9548.0,5105.0,11511
100226,2026-01,2026-02,2026-03,0.0,1.0,0,7885.0,8019.0,7465
100229,2026-01,2026-02,2026-03,0.0,1.0,0,1498.0,1785.0,10481
100230,2026-03,2026-04,2026-05,0.0,1.0,0,10258.0,1934.0,2016
100231,2026-03,2026-04,2026-05,0.0,1.0,0,1573.0,8782.0,3799
100233,2026-03,2026-04,2026-05,0.0,1.0,0,7214.0,7010.0,479
100234,2026-04,2026-05,2026-06,0.0,1.0,0,5007.0,12209.0,3417
100236,2026-02,2026-03,2026-04,0.0,1.0,0,7824.0,12285.0,8378
100243,2026-02,2026-03,2026-04,0.0,1.0,0,10234.0,8361.0,605
100244,2026-02,2026-03,2026-04,0.0,1.0,0,1488.0,3926.0,1440
100244,2026-04,2026-05,2026-06,0.0,1.0,0,1440.0,6007.0,745
100248,2026-04,2026-05,2026-06,0.0,1.0,0,1849.0,11337.0,2288
100259,2026-04,2026-05,2026-06,0.0,1.0,0,10526.0,7879.0,2852
100261,2026-03,2026-04,2026-05,0.0,1.0,0,7595.0,7252.0,7387
100264,2026-02,2026-03,2026-04,0.0,1.0,0,6132.0,1166.0,2551
100267,2026-01,2026-02,2026-03,0.0,1.0,0,7848.0,7632.0,9370
100268,2026-02,2026-03,2026-04,0.0,1.0,0,2975.0,8360.0,2667
100271,2026-04,2026-05,2026-06,0.0,1.0,0,5710.0,7908.0,742
100273,2026-02,2026-03,2026-04,0.0,1.0,0,7805.0,12132.0,8031
100275,2026-03,2026-04,2026-05,0.0,1.0,0,12393.0,5910.0,3195
100278,2026-01,2026-02,2026-03,0.0,1.0,0,4956.0,4785.0,11526
100279,2026-03,2026-04,2026-05,0.0,1.0,0,3770.0,8600.0,11668
100283,2026-02,2026-03,2026-04,0.0,1.0,0,1317.0,8325.0,4186
100286,2026-01,2026-02,2026-03,0.0,1.0,0,2842.0,2352.0,8746
100286,2026-03,2026-04,2026-05,0.0,1.0,0,8746.0,11553.0,6586
100287,2026-01,2026-02,2026-03,0.0,1.0,0,12176.0,5810.0,5074
100290,2026-04,2026-05,2026-06,0.0,1.0,0,8004.0,11492.0,8965
100291,2026-03,2026-04,2026-05,0.0,1.0,0,8750.0,12587.0,10108
100292,2026-04,2026-05,2026-06,0.0,1.0,0,207.0,6406.0,10183
100297,2026-02,2026-03,2026-04,0.0,1.0,0,1104.0,5388.0,11036
100298,2026-02,2026-03,2026-04,0.0,1.0,0,11778.0,723.0,2651
100298,2026-04,2026-05,2026-06,0.0,1.0,0,2651.0,6679.0,4711
100299,2026-03,2026-04,2026-05,0.0,1.0,0,8719.0,118.0,12458
100302,2026-04,2026-05,2026-06,0.0,1.0,0,10959.0,10403.0,10833
100303,2026-01,2026-02,2026-03,0.0,1.0,0,1147.0,8772.0,339
100305,2026-02,2026-03,2026-04,0.0,1.0,0,3238.0,9133.0,2321
100306,2026-02,2026-03,2026-04,0.0,1.0,0,900.0,8975.0,5788
100315,2026-01,2026-02,2026-03,0.0,1.0,0,8201.0,4152.0,7156
100320,2026-03,2026-04,2026-05,0.0,1.0,0,11469.0,11466.0,5201
100323,2026-01,2026-02,2026-03,0.0,1.0,0,5731.0,11738.0,9968
100327,2026-01,2026-02,2026-03,0.0,1.0,0,6279.0,11824.0,7077
100328,2026-02,2026-03,2026-04,0.0,1.0,0,3988.0,7224.0,4142
100328,2026-04,2026-05,2026-06,0.0,1.0,0,4142.0,2758.0,1925
100332,2026-03,2026-04,2026-05,0.0,1.0,0,8289.0,11650.0,4629
100336,2026-03,2026-04,2026-05,0.0,1.0,0,5761.0,8775.0,8347
100337,2026-01,2026-02,2026-03,0.0,1.0,0,5314.0,12366.0,9722
100340,2026-04,2026-05,2026-06,0.0,1.0,0,5266.0,6749.0,9988
100350,2026-03,2026-04,2026-05,0.0,1.0,0,11910.0,9033.0,8255
100351,2026-01,2026-02,2026-03,0.0,1.0,0,9152.0,3589.0,7004
100351,2026-04,2026-05,2026-06,0.0,1.0,0,12432.0,1943.0,17
100353,2026-04,2026-05,2026-06,0.0,1.0,0,11029.0,6824.0,10353
100355,2026-04,2026-05,2026-06,0.0,1.0,0,1240.0,11447.0,10187
100358,2026-03,2026-04,2026-05,0.0,1.0,0,5002.0,5173.0,10072
100359,2026-03,2026-04,2026-05,0.0,1.0,0,8611.0,3116.0,10147
100362,2026-01,2026-02,2026-03,0.0,1.0,0,11523.0,1770.0,3241
100366,2026-04,2026-05,2026-06,0.0,1.0,0,10033.0,7728.0,1930
100367,2026-02,2026-03,2026-04,0.0,1.0,0,6985.0,12286.0,11536
100371,2026-04,2026-05,2026-06,0.0,1.0,0,7096.0,10624.0,9182
100374,2026-02,2026-03,2026-04,0.0,1.0,0,7669.0,4176.0,4988
100374,2026-04,2026-05,2026-06,0.0,1.0,0,4988.0,95.0,2206
100377,2026-01,2026-02,2026-03,0.0,1.0,0,1124.0,1590.0,4765
100377,2026-04,2026-05,2026-06,0.0,1.0,0,9844.0,6493.0,5244
100378,2026-01,2026-02,2026-03,0.0,1.0,0,10879.0,12299.0,1577
100378,2026-04,2026-05,2026-06,0.0,1.0,0,1298.0,10493.0,3606
100382,2026-02,2026-03,2026-04,0.0,1.0,0,11456.0,11784.0,11828
100383,2026-03,2026-04,2026-05,0.0,1.0,0,2930.0,3314.0,3691
100389,2026-02,2026-03,2026-04,0.0,1.0,0,4793.0,2410.0,12404
100390,2026-01,2026-02,2026-03,0.0,1.0,0,3610.0,2877.0,10670
100390,2026-03,2026-04,2026-05,0.0,1.0,0,10670.0,5065.0,7835
100396,2026-01,2026-02,2026-03,0.0,1.0,0,1266.0,10742.0,7355
100397,2026-01,2026-02,2026-03,0.0,1.0,0,12724.0,8043.0,9458
100397,2026-04,2026-05,2026-06,0.0,1.0,0,509.0,8011.0,8667
100402,2026-02,2026-03,2026-04,0.0,1.0,0,6376.0,8158.0,10080
100405,2026-01,2026-02,2026-03,0.0,1.0,0,10138.0,9371.0,1609
100407,2026-01,2026-02,2026-03,0.0,1.0,0,3576.0,3780.0,4805
100408,2026-02,2026-03,2026-04,0.0,1.0,0,11269.0,8952.0,796
100408,2026-04,2026-05,2026-06,0.0,1.0,0,796.0,5936.0,11171
100409,2026-04,2026-05,2026-06,0.0,1.0,0,3573.0,8468.0,3169
100421,2026-01,2026-02,2026-03,0.0,1.0,0,11885.0,425.0,4352
100425,2026-03,2026-04,2026-05,0.0,1.0,0,4213.0,11981.0,9412
100429,2026-04,2026-05,2026-06,0.0,1.0,0,7909.0,6839.0,5934
100430,2026-03,2026-04,2026-05,0.0,1.0,0,5555.0,10230.0,8823
100437,2026-01,2026-02,2026-03,0.0,1.0,0,7012.0,1856.0,4180
100438,2026-04,2026-05,2026-06,0.0,1.0,0,1272.0,7005.0,12662
100448,2026-01,2026-02,2026-03,0.0,1.0,0,600.0,12200.0,6248
100450,2026-03,2026-04,2026-05,0.0,1.0,0,102.0,10411.0,2115
100454,2026-02,2026-03,2026-04,0.0,1.0,0,7777.0,2348.0,3665
100458,2026-01,2026-02,2026-03,0.0,1.0,0,4023.0,2399.0,11402
100459,2026-03,2026-04,2026-05,0.0,1.0,0,2707.0,8005.0,11055
100466,2026-04,2026-05,2026-06,0.0,1.0,0,4215.0,7287.0,7545
100471,2026-01,2026-02,2026-03,0.0,1.0,0,12107.0,10665.0,8015
100471,2026-03,2026-04,2026-05,0.0,1.0,0,8015.0,398.0,9342
100474,2026-01,2026-02,2026-03,0.0,1.0,0,5150.0,5175.0,9372
100479,2026-03,2026-04,2026-05,0.0,1.0,0,11018.0,9402.0,3601
100483,2026-01,2026-02,2026-03,0.0,1.0,0,9247.0,11591.0,1612
100485,2026-02,2026-03,2026-04,0.0,1.0,0,5320.0,3096.0,8067
100485,2026-04,2026-05,2026-06,0.0,1.0,0,8067.0,7393.0,1319
100486,2026-04,2026-05,2026-06,0.0,1.0,0,7337.0,5948.0,2646
100500,2026-03,2026-04,2026-05,0.0,1.0,0,6441.0,9170.0,12013
100502,2026-02,2026-03,2026-04,0.0,1.0,0,11799.0,11332.0,5833
100502,2026-04,2026-05,2026-06,0.0,1.0,0,5833.0,6747.0,2384
100512,2026-03,2026-04,2026-05,0.0,1.0,0,2116.0,7806.0,6042
100513,2026-01,2026-02,2026-03,0.0,1.0,0,3914.0,4530.0,10643
100514,2026-03,2026-04,2026-05,0.0,1.0,0,2047.0,9515.0,10422
100520,2026-04,2026-05,2026-06,0.0,1.0,0,4825.0,9808.0,3291
100525,2026-02,2026-03,2026-04,0.0,1.0,0,1611.0,8507.0,7861
100525,2026-04,2026-05,2026-06,0.0,1.0,0,7861.0,8796.0,8840
100526,2026-02,2026-03,2026-04,0.0,1.0,0,457.0,10426.0,6551
100526,2026-04,2026-05,2026-06,0.0,1.0,0,6551.0,69.0,5469
100529,2026-01,2026-02,2026-03,0.0,1.0,0,6333.0,3634.0,11341
100530,2026-01,2026-02,2026-03,0.0,1.0,0,8604.0,445.0,10887
100532,2026-02,2026-03,2026-04,0.0,1.0,0,173.0,5971.0,8213
100533,2026-03,2026-04,2026-05,0.0,1.0,0,12340.0,388.0,11851
100535,2026-03,2026-04,2026-05,0.0,1.0,0,11450.0,6879.0,11921
100540,2026-03,2026-04,2026-05,0.0,1.0,0,7631.0,9112.0,2430
100544,2026-03,2026-04,2026-05,0.0,1.0,0,4011.0,1639.0,10828
100546,2026-01,2026-02,2026-03,0.0,1.0,0,10947.0,8501.0,7864
100548,2026-03,2026-04,2026-05,0.0,1.0,0,12471.0,11624.0,6294
100551,2026-01,2026-02,2026-03,0.0,1.0,0,12670.0,5050.0,11524
100557,2026-04,2026-05,2026-06,0.0,1.0,0,3113.0,8012.0,1969
100559,2026-03,2026-04,2026-05,0.0,1.0,0,4378.0,11754.0,11092
100560,2026-03,2026-04,2026-05,0.0,1.0,0,6984.0,3266.0,882
100561,2026-04,2026-05,2026-06,0.0,1.0,0,8721.0,6028.0,4627
100562,2026-03,2026-04,2026-05,0.0,1.0,0,6338.0,6318.0,804
100564,2026-04,2026-05,2026-06,0.0,1.0,0,6158.0,11089.0,8318
100567,2026-04,2026-05,2026-06,0.0,1.0,0,11646.0,1497.0,1700
100569,2026-01,2026-02,2026-03,0.0,1.0,0,5620.0,876.0,4931
100569,2026-03,2026-04,2026-05,0.0,1.0,0,4931.0,8041.0,12626
100570,2026-03,2026-04,2026-05,0.0,1.0,0,10226.0,2670.0,6786
100571,2026-02,2026-03,2026-04,0.0,1.0,0,7277.0,10085.0,2859
100577,2026-02,2026-03,2026-04,0.0,1.0,0,6029.0,8384.0,4682
100578,2026-01,2026-02,2026-03,0.0,1.0,0,859.0,5887.0,11786
100581,2026-03,2026-04,2026-05,0.0,1.0,0,1827.0,10521.0,2478
100586,2026-02,2026-03,2026-04,0.0,1.0,0,8268.0,4472.0,10575
100587,2026-03,2026-04,2026-05,0.0,1.0,0,11138.0,5194.0,7513
100588,2026-02,2026-03,2026-04,0.0,1.0,0,6202.0,8808.0,3543
100589,2026-04,2026-05,2026-06,0.0,1.0,0,3787.0,8713.0,5254
100595,2026-03,2026-04,2026-05,0.0,1.0,0,7415.0,1095.0,3668
100600,2026-03,2026-04,2026-05,0.0,1.0,0,9025.0,7883.0,1869
100609,2026-01,2026-02,2026-03,0.0,1.0,0,9296.0,1983.0,9198
100609,2026-03,2026-04,2026-05,0.0,1.0,0,9198.0,1246.0,4356
100612,2026-04,2026-05,2026-06,0.0,1.0,0,4227.0,10171.0,1044
100615,2026-04,2026-05,2026-06,0.0,1.0,0,298.0,9774.0,11694
100623,2026-04,2026-05,2026-06,0.0,1.0,0,12175.0,81.0,4175
100626,2026-02,2026-03,2026-04,0.0,1.0,0,1277.0,8422.0,329
100626,2026-04,2026-05,2026-06,0.0,1.0,0,329.0,11369.0,1787
100629,2026-03,2026-04,2026-05,0.0,1.0,0,7982.0,11883.0,6957
100630,2026-03,2026-04,2026-05,0.0,1.0,0,3712.0,4206.0,3620
100632,2026-03,2026-04,2026-05,0.0,1.0,0,7700.0,9031.0,2234
100637,2026-02,2026-03,2026-04,0.0,1.0,0,7735.0,9544.0,1442
100639,2026-01,2026-02,2026-03,0.0,1.0,0,1419.0,6192.0,5875
100640,2026-01,2026-02,2026-03,0.0,1.0,0,10302.0,9795.0,10967
100642,2026-01,2026-02,2026-03,0.0,1.0,0,501.0,11035.0,10519
100643,2026-02,2026-03,2026-04,0.0,1.0,0,10355.0,6671.0,2085
100646,2026-01,2026-02,2026-03,0.0,1.0,0,8702.0,11965.0,8903
100649,2026-04,2026-05,2026-06,0.0,1.0,0,4604.0,5567.0,4514
100650,2026-04,2026-05,2026-06,0.0,1.0,0,4252.0,10146.0,10198
100651,2026-02,2026-03,2026-04,0.0,1.0,0,10736.0,12437.0,5811
100654,2026-02,2026-03,2026-04,0.0,1.0,0,9890.0,8244.0,9417
100655,2026-04,2026-05,2026-06,0.0,1.0,0,11413.0,3498.0,11356
100662,2026-03,2026-04,2026-05,0.0,1.0,0,6996.0,2094.0,10684
100669,2026-02,2026-03,2026-04,0.0,1.0,0,5353.0,2923.0,9347
100676,2026-02,2026-03,2026-04,0.0,1.0,0,4573.0,11638.0,7750
100679,2026-04,2026-05,2026-06,0.0,1.0,0,9203.0,7432.0,6642
100681,2026-02,2026-03,2026-04,0.0,1.0,0,8817.0,11535.0,7692
100681,2026-04,2026-05,2026-06,0.0,1.0,0,7692.0,4189.0,4824
100688,2026-02,2026-03,2026-04,0.0,1.0,0,5793.0,6840.0,6900
100690,2026-03,2026-04,2026-05,0.0,1.0,0,3812.0,506.0,3443
100691,2026-03,2026-04,2026-05,0.0,1.0,0,4373.0,5978.0,713
100693,2026-04,2026-05,2026-06,0.0,1.0,0,5610.0,2424.0,10871
100696,2026-01,2026-02,2026-03,0.0,1.0,0,6719.0,12649.0,8235
100696,2026-03,2026-04,2026-05,0.0,1.0,0,8235.0,442.0,5669
100701,2026-02,2026-03,2026-04,0.0,1.0,0,1013.0,2392.0,2307
100702,2026-03,2026-04,2026-05,0.0,1.0,0,3806.0,2044.0,10215
100705,2026-04,2026-05,2026-06,0.0,1.0,0,9880.0,10610.0,6123
100722,2026-03,2026-04,2026-05,0.0,1.0,0,4495.0,5010.0,10056
100724,2026-01,2026-02,2026-03,0.0,1.0,0,11211.0,1476.0,4338
100726,2026-02,2026-03,2026-04,0.0,1.0,0,6891.0,11502.0,8021
100728,2026-01,2026-02,2026-03,0.0,1.0,0,6208.0,3010.0,11061
100728,2026-04,2026-05,2026-06,0.0,1.0,0,4403.0,8633.0,336
100729,2026-01,2026-02,2026-03,0.0,1.0,0,5874.0,5123.0,9143
100730,2026-04,2026-05,2026-06,0.0,1.0,0,2780.0,4684.0,12292
100732,2026-02,2026-03,2026-04,0.0,1.0,0,11579.0,481.0,11295
100735,2026-03,2026-04,2026-05,0.0,1.0,0,11094.0,9504.0,4093
100738,2026-02,2026-03,2026-04,0.0,1.0,0,4191.0,1726.0,6737
100744,2026-03,2026-04,2026-05,0.0,1.0,0,762.0,1131.0,5769
100745,2026-01,2026-02,2026-03,0.0,1.0,0,10482.0,12556.0,3408
100745,2026-04,2026-05,2026-06,0.0,1.0,0,5176.0,9248.0,5579
100749,2026-03,2026-04,2026-05,0.0,1.0,0,12450.0,10501.0,8891
100752,2026-02,2026-03,2026-04,0.0,1.0,0,3201.0,10907.0,8687
100764,2026-02,2026-03,2026-04,0.0,1.0,0,7461.0,7173.0,8809
100769,2026-04,2026-05,2026-06,0.0,1.0,0,3644.0,10061.0,2040
100774,2026-01,2026-02,2026-03,0.0,1.0,0,7211.0,325.0,11639
100775,2026-01,2026-02,2026-03,0.0,1.0,0,1804.0,8273.0,8346
100775,2026-04,2026-05,2026-06,0.0,1.0,0,12438.0,10043.0,8091
100776,2026-03,2026-04,2026-05,0.0,1.0,0,12381.0,5802.0,6363
100777,2026-04,2026-05,2026-06,0.0,1.0,0,342.0,7099.0,3800
100778,2026-04,2026-05,2026-06,0.0,1.0,0,10437.0,11904.0,8559
100784,2026-02,2026-03,2026-04,0.0,1.0,0,10401.0,1452.0,4397
100785,2026-01,2026-02,2026-03,0.0,1.0,0,7396.0,1187.0,3781
100789,2026-02,2026-03,2026-04,0.0,1.0,0,5436.0,6446.0,5571
100789,2026-04,2026-05,2026-06,0.0,1.0,0,5571.0,2717.0,10955
100791,2026-04,2026-05,2026-06,0.0,1.0,0,8709.0,1953.0,10630
100795,2026-03,2026-04,2026-05,0.0,1.0,0,6981.0,9982.0,142
100796,2026-04,2026-05,2026-06,0.0,1.0,0,7707.0,6646.0,529
100798,2026-01,2026-02,2026-03,0.0,1.0,0,10388.0,9592.0,1414
100799,2026-04,2026-05,2026-06,0.0,1.0,0,10711.0,11143.0,10819
100804,2026-03,2026-04,2026-05,0.0,1.0,0,12442.0,4968.0,7179
100817,2026-01,2026-02,2026-03,0.0,1.0,0,913.0,139.0,1534
100818,2026-01,2026-02,2026-03,0.0,1.0,0,2220.0,9599.0,1863
100820,2026-03,2026-04,2026-05,0.0,1.0,0,12341.0,1082.0,5695
100825,2026-02,2026-03,2026-04,0.0,1.0,0,9664.0,2632.0,7147
100828,2026-03,2026-04,2026-05,0.0,1.0,0,2652.0,6238.0,9017
100829,2026-01,2026-02,2026-03,0.0,1.0,0,9554.0,3021.0,816
100832,2026-02,2026-03,2026-04,0.0,1.0,0,2372.0,11385.0,11568
100833,2026-03,2026-04,2026-05,0.0,1.0,0,5750.0,6418.0,4535
100834,2026-02,2026-03,2026-04,0.0,1.0,0,6313.0,3306.0,2796
100835,2026-03,2026-04,2026-05,0.0,1.0,0,8551.0,11314.0,3523
100846,2026-04,2026-05,2026-06,0.0,1.0,0,9613.0,12027.0,12116
100854,2026-02,2026-03,2026-04,0.0,1.0,0,4695.0,8275.0,9539
100859,2026-02,2026-03,2026-04,0.0,1.0,0,1935.0,7720.0,8706
100859,2026-04,2026-05,2026-06,0.0,1.0,0,8706.0,1198.0,6025
100860,2026-01,2026-02,2026-03,0.0,1.0,0,9478.0,819.0,11627
100862,2026-03,2026-04,2026-05,0.0,1.0,0,2514.0,11365.0,2818
100865,2026-03,2026-04,2026-05,0.0,1.0,0,10733.0,12333.0,3190
100866,2026-04,2026-05,2026-06,0.0,1.0,0,11706.0,7939.0,1148
100868,2026-03,2026-04,2026-05,0.0,1.0,0,9625.0,811.0,5047
100871,2026-03,2026-04,2026-05,0.0,1.0,0,2660.0,7345.0,4826
100874,2026-03,2026-04,2026-05,0.0,1.0,0,5706.0,1619.0,3737
100875,2026-04,2026-05,2026-06,0.0,1.0,0,9433.0,2682.0,3906
100876,2026-01,2026-02,2026-03,0.0,1.0,0,2847.0,11746.0,1480
100877,2026-02,2026-03,2026-04,0.0,1.0,0,8059.0,9461.0,1463
100878,2026-01,2026-02,2026-03,0.0,1.0,0,8508.0,2813.0,47
100878,2026-03,2026-04,2026-05,0.0,1.0,0,47.0,10021.0,5554
100884,2026-02,2026-03,2026-04,0.0,1.0,0,10029.0,5063.0,575
100890,2026-04,2026-05,2026-06,0.0,1.0,0,11050.0,8885.0,12414
100894,2026-03,2026-04,2026-05,0.0,1.0,0,6773.0,9743.0,7729
100900,2026-02,2026-03,2026-04,0.0,1.0,0,12320.0,3764.0,9138
100901,2026-02,2026-03,2026-04,0.0,1.0,0,6836.0,3909.0,6683
100903,2026-01,2026-02,2026-03,0.0,1.0,0,4691.0,4304.0,11792
100905,2026-02,2026-03,2026-04,0.0,1.0,0,8452.0,22.0,3982
100907,2026-03,2026-04,2026-05,0.0,1.0,0,2767.0,1248.0,1112
100908,2026-04,2026-05,2026-06,0.0,1.0,0,891.0,6739.0,4688
100910,2026-03,2026-04,2026-05,0.0,1.0,0,9126.0,11637.0,2128
100915,2026-02,2026-03,2026-04,0.0,1.0,0,5337.0,9555.0,5238
100917,2026-03,2026-04,2026-05,0.0,1.0,0,2032.0,3701.0,11014
100920,2026-03,2026-04,2026-05,0.0,1.0,0,3990.0,1652.0,1598
100930,2026-04,2026-05,2026-06,0.0,1.0,0,4910.0,12055.0,1156
100937,2026-04,2026-05,2026-06,0.0,1.0,0,7695.0,1809.0,402
100938,2026-03,2026-04,2026-05,0.0,1.0,0,5841.0,9607.0,3107
100939,2026-02,2026-03,2026-04,0.0,1.0,0,5235.0,8875.0,371
100948,2026-03,2026-04,2026-05,0.0,1.0,0,60.0,750.0,1517
100952,2026-01,2026-02,2026-03,0.0,1.0,0,9501.0,8412.0,6800
100954,2026-04,2026-05,2026-06,0.0,1.0,0,10032.0,4041.0,3110
100955,2026-03,2026-04,2026-05,0.0,1.0,0,1245.0,1956.0,3470
100956,2026-02,2026-03,2026-04,0.0,1.0,0,5245.0,2800.0,3366
100962,2026-01,2026-02,2026-03,0.0,1.0,0,1782.0,7243.0,7659
100972,2026-02,2026-03,2026-04,0.0,1.0,0,5270.0,2570.0,8521
100974,2026-04,2026-05,2026-06,0.0,1.0,0,9105.0,10784.0,10149
100977,2026-01,2026-02,2026-03,0.0,1.0,0,3600.0,12022.0,2017
100979,2026-01,2026-02,2026-03,0.0,1.0,0,1483.0,4279.0,8759
100980,2026-01,2026-02,2026-03,0.0,1.0,0,7440.0,12557.0,8290
100985,2026-02,2026-03,2026-04,0.0,1.0,0,4906.0,532.0,7561
100987,2026-02,2026-03,2026-04,0.0,1.0,0,8062.0,3120.0,10446
100993,2026-04,2026-05,2026-06,0.0,1.0,0,7965.0,1592.0,2504
100995,2026-03,2026-04,2026-05,0.0,1.0,0,5909.0,7808.0,7129
100998,2026-02,2026-03,2026-04,0.0,1.0,0,3594.0,9597.0,1301
101006,2026-01,2026-02,2026-03,0.0,1.0,0,10502.0,881.0,2443
